Chain_ID,Squad,from,to,Type,chains.start,chain.end,Dist_to_Goal
40218,GWS GIANTS,Jack Buckley,Connor Idun,Handball Effective,Intercept,Turnover,137.3
40218,GWS GIANTS,Connor Idun,Harry Perryman,Handball Effective,Intercept,Turnover,142.4
40218,GWS GIANTS,Harry Perryman,Joe Fonti,Handball Effective,Intercept,Turnover,135.9
40218,GWS GIANTS,Joe Fonti,James Peatling,Kick Effective Long,Intercept,Turnover,132.7
40218,GWS GIANTS,James Peatling,Aaron Cadman,Kick Effective Short,Intercept,Turnover,99.2
40218,GWS GIANTS,Aaron Cadman,James Peatling,Handball Effective,Intercept,Turnover,89.4
40221,GWS GIANTS,Connor Idun,Lachie Ash,Handball Effective,Intercept,Stoppage,131.8
40221,GWS GIANTS,Lachie Ash,Darcy Jones,Kick Ineffective,Intercept,Stoppage,112
40221,GWS GIANTS,Darcy Jones,,Handball Ineffective,Intercept,Stoppage,80.2
40222,GWS GIANTS,James Peatling,Toby Greene,Handball Effective,Stoppage,Score,83.9
40222,GWS GIANTS,Toby Greene,Toby McMullin,Kick Ineffective,Stoppage,Score,55.8
40222,GWS GIANTS,Toby McMullin,Aaron Cadman,Handball Effective,Stoppage,Score,32.9
40222,GWS GIANTS,Aaron Cadman,Toby Greene,Handball Effective,Stoppage,Score,20.6
40222,GWS GIANTS,Toby Greene,,Kick Ineffective,Stoppage,Score,26.4
40224,GWS GIANTS,Jake Riccardi,Finn Callaghan,Handball Effective,Stoppage,Turnover,66.1
40224,GWS GIANTS,Finn Callaghan,Xavier O'Halloran,Handball Effective,Stoppage,Turnover,65
40224,GWS GIANTS,Xavier O'Halloran,Tom Green,Handball Effective,Stoppage,Turnover,70.8
40224,GWS GIANTS,Tom Green,Lachie Ash,Handball Effective,Stoppage,Turnover,76.1
40224,GWS GIANTS,Lachie Ash,,Kick Effective Long,Stoppage,Turnover,64.8
40226,GWS GIANTS,Tom Green,Callan Ward,Handball Effective,Stoppage,Turnover,36.6
40226,GWS GIANTS,Callan Ward,,Kick Ineffective,Stoppage,Turnover,43.2
40228,GWS GIANTS,Connor Idun,Lachie Whitfield,Out on Full Kick In,Intercept,Turnover,159.9
40228,GWS GIANTS,Lachie Whitfield,Joe Fonti,Kick Effective Short,Intercept,Turnover,146.8
40228,GWS GIANTS,Joe Fonti,Lachie Whitfield,Handball Effective,Intercept,Turnover,116.2
40228,GWS GIANTS,Lachie Whitfield,,Kick Effective Long,Intercept,Turnover,112.6
40230,GWS GIANTS,Xavier O'Halloran,,Kick Effective Long,Intercept,Stoppage,90.2
40233,GWS GIANTS,Harry Himmelberg,Aaron Cadman,Kick Effective Long,Intercept,Turnover,81.4
40235,GWS GIANTS,Connor Idun,James Peatling,Handball Effective,Intercept,Turnover,139
40235,GWS GIANTS,James Peatling,Xavier O'Halloran,Handball Effective,Intercept,Turnover,133.6
40235,GWS GIANTS,Xavier O'Halloran,Lachie Whitfield,Handball Effective,Intercept,Turnover,136.8
40235,GWS GIANTS,Lachie Whitfield,,Kick Effective Long,Intercept,Turnover,136.5
40237,GWS GIANTS,Toby Bedford,Toby Greene,Kick Effective Short,Intercept,Score,83
40237,GWS GIANTS,Toby Greene,Callan Ward,Kick Effective Short,Intercept,Score,73.4
40237,GWS GIANTS,Callan Ward,Lachie Ash,Kick Effective Short,Intercept,Score,74.9
40237,GWS GIANTS,Lachie Ash,Lachie Whitfield,Kick Effective Short,Intercept,Score,67.5
40237,GWS GIANTS,Lachie Whitfield,Xavier O'Halloran,Kick Effective Short,Intercept,Score,56
40237,GWS GIANTS,Xavier O'Halloran,,Kick Ineffective,Intercept,Score,45.6
40239,GWS GIANTS,Lachie Whitfield,,Handball Ineffective,Intercept,Stoppage,87
40240,GWS GIANTS,Lachie Whitfield,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,86.5
40242,GWS GIANTS,Jack Buckley,,Kick Ineffective,Intercept,Turnover,116.4
40244,GWS GIANTS,Connor Idun,Lachie Ash,Handball Effective,Intercept,Turnover,152.5
40244,GWS GIANTS,Lachie Ash,Finn Callaghan,Kick Effective Short,Intercept,Turnover,130.2
40244,GWS GIANTS,Finn Callaghan,,Kick Effective Long,Intercept,Turnover,115.6
40247,GWS GIANTS,Brent Daniels,James Peatling,Kick Effective Short,Stoppage,Stoppage,84.2
40247,GWS GIANTS,James Peatling,,Kick Effective Long,Stoppage,Stoppage,71.7
40249,GWS GIANTS,Harry Himmelberg,,Kick Ineffective,Intercept,Turnover,93.8
40252,GWS GIANTS,Lachie Whitfield,Xavier O'Halloran,Handball Effective,Stoppage,Pre-Clearance Turnover,146.2
40255,GWS GIANTS,Tom Green,Lachie Ash,Handball Effective,Intercept,Turnover,110.9
40255,GWS GIANTS,Lachie Ash,James Peatling,Handball Effective,Intercept,Turnover,106.4
40255,GWS GIANTS,James Peatling,Tom Green,Handball Effective,Intercept,Turnover,96
40257,GWS GIANTS,Kieren Briggs,Harry Himmelberg,Handball Effective,Intercept,Turnover,97
40257,GWS GIANTS,Harry Himmelberg,Darcy Jones,Handball Effective,Intercept,Turnover,99.4
40259,GWS GIANTS,Jack Buckley,Connor Idun,Handball Effective,Intercept,Stoppage,147.3
40259,GWS GIANTS,Connor Idun,,Kick Effective Long,Intercept,Stoppage,143.1
40261,GWS GIANTS,Lachie Whitfield,Callan Ward,Handball Effective,Stoppage,Turnover,105.3
40261,GWS GIANTS,Callan Ward,Tom Green,Kick Effective Short,Stoppage,Turnover,102.6
40261,GWS GIANTS,Tom Green,,Kick Ineffective,Stoppage,Turnover,80.4
40263,GWS GIANTS,Callan Ward,,Kick Effective Long,Intercept,Stoppage,69.5
40266,GWS GIANTS,Lachie Whitfield,James Peatling,Kick Effective Short,Intercept,Stoppage,104.7
40266,GWS GIANTS,James Peatling,Toby Bedford,Kick Effective Short,Intercept,Stoppage,97.7
40266,GWS GIANTS,Toby Bedford,Brent Daniels,Kick Effective Short,Intercept,Stoppage,77.9
40266,GWS GIANTS,Brent Daniels,,Kick Ineffective,Intercept,Stoppage,49.3
40270,GWS GIANTS,Lachie Whitfield,Jesse Hogan,Out on Full Kick In,Intercept,Turnover,146.1
40272,GWS GIANTS,Harry Himmelberg,,Out on Full Kick In,Intercept,Score,157.5
40272,GWS GIANTS,Darcy Jones,Jake Riccardi,Kick Effective Long,Intercept,Score,90.9
40272,GWS GIANTS,Jake Riccardi,,Kick Effective Long,Intercept,Score,47.6
40273,GWS GIANTS,Finn Callaghan,,Kick Effective Long,Stoppage,Stoppage,88.2
40274,GWS GIANTS,Toby McMullin,,Kick Effective Short,Stoppage,Score,38.9
40275,GWS GIANTS,James Peatling,Harvey Thomas,Kick Effective Short,Stoppage,Stoppage,83.5
40275,GWS GIANTS,Xavier O'Halloran,,Kick Effective Long,Stoppage,Stoppage,64.3
40276,GWS GIANTS,Harvey Thomas,Tom Green,Handball Effective,Stoppage,Pre-Clearance Turnover,22
40276,GWS GIANTS,Tom Green,Callan Ward,Handball Effective,Stoppage,Pre-Clearance Turnover,27.3
40278,GWS GIANTS,Connor Idun,Harry Perryman,Handball Effective,Intercept,Score,150.2
40278,GWS GIANTS,Harry Perryman,Harry Himmelberg,Handball Effective,Intercept,Score,144.8
40278,GWS GIANTS,Harry Himmelberg,Connor Idun,Handball Effective,Intercept,Score,149.8
40278,GWS GIANTS,Connor Idun,Xavier O'Halloran,Handball Effective,Intercept,Score,142.6
40278,GWS GIANTS,Xavier O'Halloran,Lachie Ash,Handball Effective,Intercept,Score,142.8
40278,GWS GIANTS,Lachie Ash,Brent Daniels,Handball Effective,Intercept,Score,136
40278,GWS GIANTS,Brent Daniels,Harvey Thomas,Kick Effective Short,Intercept,Score,92.9
40278,GWS GIANTS,Harvey Thomas,Lachie Whitfield,Handball Effective,Intercept,Score,90.2
40278,GWS GIANTS,Lachie Whitfield,,Kick Effective Long,Intercept,Score,78.8
40278,GWS GIANTS,Darcy Jones,,Kick Ineffective,Intercept,Score,29.4
40280,GWS GIANTS,Harvey Thomas,,Kick Ineffective,Intercept,Turnover,55.5
40282,GWS GIANTS,Lachie Whitfield,,Kick Effective Long,Kick-in,Turnover,147.5
40284,GWS GIANTS,Jack Buckley,Lachie Whitfield,Kick Effective Short,Intercept,Turnover,146.8
40284,GWS GIANTS,Lachie Whitfield,,Kick Ineffective,Intercept,Turnover,142.7
40287,GWS GIANTS,Lachie Whitfield,Joe Fonti,Handball Effective,Intercept,Turnover,119.8
40287,GWS GIANTS,Joe Fonti,Xavier O'Halloran,Handball Effective,Intercept,Turnover,123.6
40287,GWS GIANTS,Xavier O'Halloran,,Handball Ineffective,Intercept,Turnover,112.1
40289,GWS GIANTS,Harvey Thomas,Brent Daniels,Kick Effective Short,Intercept,Score,65.1
40289,GWS GIANTS,Brent Daniels,Jesse Hogan,Kick Effective Long,Intercept,Score,53.6
40289,GWS GIANTS,Jesse Hogan,Aaron Cadman,Handball Effective,Intercept,Score,6.9
40289,GWS GIANTS,Aaron Cadman,,Kick Effective Short,Intercept,Score,5.4
40290,GWS GIANTS,Kieren Briggs,,Ground Kick,Stoppage,Score,
40291,GWS GIANTS,Jesse Hogan,,Kick Effective Short,Stoppage,Score,33.6
40292,GWS GIANTS,Lachie Whitfield,,Ground Kick,Intercept,Turnover,55.5
40293,GWS GIANTS,Connor Idun,Callan Ward,Handball Effective,Intercept,Turnover,135.5
40293,GWS GIANTS,Callan Ward,Lachie Ash,Handball Effective,Intercept,Turnover,140.1
40293,GWS GIANTS,Lachie Ash,,Kick Effective Long,Intercept,Turnover,146.7
40295,GWS GIANTS,Jack Buckley,Harry Perryman,Handball Effective,Intercept,Turnover,145.9
40295,GWS GIANTS,Harry Perryman,,Kick Effective Long,Intercept,Turnover,147.3
40295,GWS GIANTS,Tom Green,Callan Ward,Handball Effective,Intercept,Turnover,113.8
40295,GWS GIANTS,Callan Ward,Finn Callaghan,Handball Effective,Intercept,Turnover,109.1
40295,GWS GIANTS,Finn Callaghan,Darcy Jones,Handball Effective,Intercept,Turnover,101.5
40297,GWS GIANTS,Harry Himmelberg,Jack Buckley,Kick Effective Short,Kick-in,Turnover,153.3
40297,GWS GIANTS,Jack Buckley,Harry Himmelberg,Handball Effective,Kick-in,Turnover,153
40297,GWS GIANTS,Harry Himmelberg,Jesse Hogan,Kick Effective Long,Kick-in,Turnover,135.9
40299,GWS GIANTS,Kieren Briggs,Toby Bedford,Handball Effective,Stoppage,Pre-Clearance Turnover,82.4
40299,GWS GIANTS,Toby Bedford,Tom Green,Handball Effective,Stoppage,Pre-Clearance Turnover,79.1
40301,GWS GIANTS,Jack Buckley,Lachie Ash,Handball Effective,Intercept,Turnover,109.1
40303,GWS GIANTS,Lachie Whitfield,Jack Buckley,Kick Effective Short,Kick-in,Turnover,156.1
40303,GWS GIANTS,Jack Buckley,Lachie Whitfield,Kick Effective Short,Kick-in,Turnover,155.9
40303,GWS GIANTS,Lachie Whitfield,Joe Fonti,Kick Effective Short,Kick-in,Turnover,151.8
40303,GWS GIANTS,Joe Fonti,Connor Idun,Kick Effective Short,Kick-in,Turnover,154.3
40303,GWS GIANTS,Connor Idun,Xavier O'Halloran,Kick Effective Short,Kick-in,Turnover,144.6
40303,GWS GIANTS,Xavier O'Halloran,Connor Idun,Kick Backwards,Kick-in,Turnover,141.1
40303,GWS GIANTS,Connor Idun,James Peatling,Kick Effective Short,Kick-in,Turnover,145.9
40303,GWS GIANTS,James Peatling,Connor Idun,Kick Backwards,Kick-in,Turnover,128.8
40303,GWS GIANTS,Connor Idun,Harry Himmelberg,Kick Effective Short,Kick-in,Turnover,135.7
40303,GWS GIANTS,Harry Himmelberg,Finn Callaghan,Kick Effective Short,Kick-in,Turnover,113.6
40303,GWS GIANTS,Finn Callaghan,Brent Daniels,Kick Effective Short,Kick-in,Turnover,111.5
40303,GWS GIANTS,Brent Daniels,,Kick Effective Long,Kick-in,Turnover,94.8
40305,GWS GIANTS,Lachie Whitfield,Finn Callaghan,Handball Effective,Intercept,Stoppage,125.8
40305,GWS GIANTS,Finn Callaghan,Harvey Thomas,Kick Effective Short,Intercept,Stoppage,118.7
40305,GWS GIANTS,Harvey Thomas,,Kick Effective Long,Intercept,Stoppage,110.8
40305,GWS GIANTS,Brent Daniels,,Kick Ineffective,Intercept,Stoppage,56.5
40306,GWS GIANTS,Brent Daniels,,Ground Kick,Stoppage,Stoppage,
40308,GWS GIANTS,Joe Fonti,Lachie Ash,Handball Effective,Intercept,Score,70.5
40308,GWS GIANTS,Lachie Ash,Xavier O'Halloran,Kick Effective Short,Intercept,Score,73.4
40308,GWS GIANTS,Xavier O'Halloran,,Kick Ineffective,Intercept,Score,72.3
42380,GWS GIANTS,Lachie Whitfield,Harry Himmelberg,Kick Effective Short,Kick-in,Turnover,146.8
42380,GWS GIANTS,Harry Himmelberg,Harry Perryman,Kick Effective Short,Kick-in,Turnover,155.1
42380,GWS GIANTS,Harry Perryman,,Kick Effective Long,Kick-in,Turnover,139.5
42380,GWS GIANTS,Xavier O'Halloran,Harvey Thomas,Ground Kick,Kick-in,Turnover,116.1
42380,GWS GIANTS,Harvey Thomas,Kieren Briggs,Handball Effective,Kick-in,Turnover,108
42380,GWS GIANTS,Kieren Briggs,Toby Bedford,Handball Effective,Kick-in,Turnover,104
42380,GWS GIANTS,Toby Bedford,,Kick Effective Long,Kick-in,Turnover,94.5
42382,GWS GIANTS,Connor Idun,Harry Perryman,Handball Effective,Intercept,Turnover,153
42388,GWS GIANTS,Lachie Whitfield,,Kick Effective Long,Kick-in,Stoppage,148.2
42391,GWS GIANTS,Connor Idun,Jack Buckley,Handball Effective,Intercept,Turnover,150.6
42391,GWS GIANTS,Jack Buckley,Sam Taylor,Handball Effective,Intercept,Turnover,146.8
42394,GWS GIANTS,Sam Taylor,Harry Himmelberg,Kick Effective Short,Intercept,Turnover,127.3
42394,GWS GIANTS,Harry Himmelberg,Finn Callaghan,Knock On,Intercept,Turnover,128.8
42394,GWS GIANTS,Finn Callaghan,Harry Himmelberg,Handball Effective,Intercept,Turnover,136.2
42394,GWS GIANTS,Harry Himmelberg,Connor Idun,Handball Effective,Intercept,Turnover,132.1
42394,GWS GIANTS,Connor Idun,Lachie Whitfield,Handball Effective,Intercept,Turnover,137.4
42394,GWS GIANTS,Lachie Whitfield,James Peatling,Handball Effective,Intercept,Turnover,134.5
42396,GWS GIANTS,James Peatling,Lachie Whitfield,Handball Effective,Intercept,Turnover,128.2
42396,GWS GIANTS,Lachie Whitfield,Kieren Briggs,Handball Effective,Intercept,Turnover,121.6
42396,GWS GIANTS,Kieren Briggs,Tom Green,Handball Effective,Intercept,Turnover,104.2
42396,GWS GIANTS,Tom Green,Brent Daniels,Handball Effective,Intercept,Turnover,101.7
42404,GWS GIANTS,Harry Himmelberg,Jesse Hogan,Kick Effective Long,Kick-in,Score,148.6
42404,GWS GIANTS,Jesse Hogan,Tom Green,Kick Ineffective,Kick-in,Score,130.6
42404,GWS GIANTS,Tom Green,Toby Greene,Handball Effective,Kick-in,Score,93.7
42404,GWS GIANTS,Toby Greene,Jake Riccardi,Kick Effective Short,Kick-in,Score,85.3
42404,GWS GIANTS,Jake Riccardi,,Kick Ineffective,Kick-in,Score,69.5
42404,GWS GIANTS,Tom Green,,Kick Effective Short,Kick-in,Score,38.3
42406,GWS GIANTS,James Peatling,,Kick Effective Long,Stoppage,Turnover,91.8
42409,GWS GIANTS,Callan Ward,,Kick Ineffective,Stoppage,Turnover,147
42411,GWS GIANTS,Tom Green,Lachie Ash,Handball Effective,Intercept,Turnover,133.5
42411,GWS GIANTS,Lachie Ash,Xavier O'Halloran,Handball Effective,Intercept,Turnover,131.6
42411,GWS GIANTS,Xavier O'Halloran,Toby Greene,Kick Effective Short,Intercept,Turnover,124.3
42411,GWS GIANTS,Toby Greene,Brent Daniels,Kick Effective Short,Intercept,Turnover,96.9
42411,GWS GIANTS,Brent Daniels,,Kick Ineffective,Intercept,Turnover,74.6
42413,GWS GIANTS,Lachie Ash,Harry Himmelberg,Kick Effective Short,Kick-in,Turnover,151.6
42413,GWS GIANTS,Harry Himmelberg,,Kick Effective Long,Kick-in,Turnover,154.1
42415,GWS GIANTS,James Peatling,Toby Greene,Kick Effective Short,Stoppage,Score,110.3
42415,GWS GIANTS,Toby Greene,Aaron Cadman,Kick Effective Short,Stoppage,Score,72.7
42415,GWS GIANTS,Aaron Cadman,,Kick Ineffective,Stoppage,Score,54.1
42415,GWS GIANTS,Toby Greene,,Kick Ineffective,Stoppage,Score,17.3
42417,GWS GIANTS,Toby McMullin,Xavier O'Halloran,Handball Effective,Intercept,Score,69.1
42417,GWS GIANTS,Xavier O'Halloran,Jake Riccardi,Kick Effective Short,Intercept,Score,67.9
42417,GWS GIANTS,Jake Riccardi,,Kick Effective Long,Intercept,Score,53.1
42421,GWS GIANTS,Sam Taylor,,Handball Ineffective,Intercept,Turnover,122.8
42423,GWS GIANTS,Jack Buckley,,Kick Effective Long,Intercept,Stoppage,154.5
42424,GWS GIANTS,Lachie Whitfield,Lachie Ash,Handball Effective,Stoppage,Turnover,113
42426,GWS GIANTS,Tom Green,Finn Callaghan,Handball Effective,Stoppage,Stoppage,87.9
42426,GWS GIANTS,Finn Callaghan,Lachie Whitfield,Handball Effective,Stoppage,Stoppage,94.6
42426,GWS GIANTS,Lachie Whitfield,Kieren Briggs,Kick Effective Short,Stoppage,Stoppage,100.4
42426,GWS GIANTS,Kieren Briggs,Finn Callaghan,Handball Effective,Stoppage,Stoppage,89.8
42426,GWS GIANTS,Finn Callaghan,Lachie Ash,Handball Effective,Stoppage,Stoppage,96.6
42426,GWS GIANTS,Lachie Ash,Kieren Briggs,Handball Effective,Stoppage,Stoppage,97
42426,GWS GIANTS,Kieren Briggs,Tom Green,Kick Ineffective,Stoppage,Stoppage,92.1
42426,GWS GIANTS,Tom Green,Lachie Whitfield,Kick Ineffective,Stoppage,Stoppage,75.3
42426,GWS GIANTS,Lachie Whitfield,Lachie Ash,Handball Effective,Stoppage,Stoppage,75.7
42426,GWS GIANTS,Lachie Ash,Harry Himmelberg,Handball Effective,Stoppage,Stoppage,83
42426,GWS GIANTS,Harry Himmelberg,,Kick Effective Long,Stoppage,Stoppage,71.1
42428,GWS GIANTS,Harry Himmelberg,Harvey Thomas,Handball Effective,Intercept,Turnover,146
42428,GWS GIANTS,Harvey Thomas,Jack Buckley,Handball Effective,Intercept,Turnover,133.7
42428,GWS GIANTS,Jack Buckley,Sam Taylor,Handball Effective,Intercept,Turnover,137.9
42430,GWS GIANTS,Finn Callaghan,,Kick Ineffective,Stoppage,Turnover,139.9
42432,GWS GIANTS,Darcy Jones,Toby Bedford,Handball Effective,Intercept,Stoppage,133.7
42432,GWS GIANTS,Toby Bedford,,Handball Ineffective,Intercept,Stoppage,116.8
42435,GWS GIANTS,Lachie Ash,,Kick Effective Long,Kick-in,Turnover,144.6
42437,GWS GIANTS,Harvey Thomas,Toby Greene,Handball Effective,Intercept,Turnover,104.9
42437,GWS GIANTS,Toby Greene,Jesse Hogan,Handball Effective,Intercept,Turnover,99.5
42439,GWS GIANTS,Sam Taylor,Tom Green,Handball Effective,Intercept,Turnover,112.5
42439,GWS GIANTS,Tom Green,Harvey Thomas,Handball Effective,Intercept,Turnover,104.1
42439,GWS GIANTS,Harvey Thomas,Finn Callaghan,Handball Effective,Intercept,Turnover,94
42442,GWS GIANTS,Tom Green,Callan Ward,Kick Ineffective,Stoppage,Stoppage,91.3
42442,GWS GIANTS,Callan Ward,,Kick Ineffective,Stoppage,Stoppage,68.4
42446,GWS GIANTS,Kieren Briggs,,Kick Ineffective,Stoppage,Turnover,34.8
42448,GWS GIANTS,Lachie Whitfield,,Kick Ineffective,Intercept,Turnover,65.2
42450,GWS GIANTS,James Peatling,Jack Buckley,Handball Effective,Intercept,Turnover,54.5
42450,GWS GIANTS,Jack Buckley,,Kick Ineffective,Intercept,Turnover,73.4
42452,GWS GIANTS,Finn Callaghan,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,78.9
42454,GWS GIANTS,James Peatling,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,98.3
42456,GWS GIANTS,Callan Ward,,Kick Ineffective,Stoppage,Turnover,93.8
42459,GWS GIANTS,Finn Callaghan,Toby Bedford,Handball Ineffective,Stoppage,Turnover,86.1
42459,GWS GIANTS,Toby Bedford,Callan Ward,Handball Effective,Stoppage,Turnover,90.1
42459,GWS GIANTS,Callan Ward,Toby Greene,Kick Effective Short,Stoppage,Turnover,92.2
42459,GWS GIANTS,Toby Greene,Callan Ward,Handball Effective,Stoppage,Turnover,70.9
42461,GWS GIANTS,Kieren Briggs,Jack Buckley,Handball Effective,Intercept,Score,62.1
42461,GWS GIANTS,Jack Buckley,Toby Bedford,Kick Effective Short,Intercept,Score,66.5
42461,GWS GIANTS,Toby Bedford,Kieren Briggs,Kick Effective Long,Intercept,Score,54.3
42461,GWS GIANTS,Kieren Briggs,Kieren Briggs,Handball Ineffective,Stoppage,Turnover,77.2
42461,GWS GIANTS,Kieren Briggs,Toby Bedford,Handball Effective,Stoppage,Turnover,82.8
42461,GWS GIANTS,Toby Bedford,Lachie Whitfield,Handball Effective,Stoppage,Turnover,84.7
42461,GWS GIANTS,Lachie Whitfield,Toby McMullin,Kick Effective Short,Stoppage,Turnover,89.9
42461,GWS GIANTS,Toby McMullin,Jesse Hogan,Kick Effective Short,Stoppage,Turnover,76.7
42465,GWS GIANTS,James Peatling,Lachie Whitfield,Handball Effective,Stoppage,Score,68.3
42465,GWS GIANTS,Lachie Whitfield,Brent Daniels,Kick Effective Long,Stoppage,Score,77
42465,GWS GIANTS,Brent Daniels,,Kick Effective Short,Stoppage,Score,35.7
42466,GWS GIANTS,Tom Green,,Ground Kick,Stoppage,Pre-Clearance Turnover,
42468,GWS GIANTS,Sam Taylor,,Kick Ineffective,Intercept,Turnover,109.1
42470,GWS GIANTS,Darcy Jones,Toby McMullin,Kick Effective Short,Intercept,Turnover,97.9
42470,GWS GIANTS,Toby McMullin,Darcy Jones,Handball Ineffective,Intercept,Turnover,76.5
42470,GWS GIANTS,Darcy Jones,Harvey Thomas,Handball Effective,Intercept,Turnover,64.2
42470,GWS GIANTS,Harvey Thomas,Darcy Jones,Handball Effective,Intercept,Turnover,65.4
42474,GWS GIANTS,James Peatling,Tom Green,Handball Effective,Stoppage,Turnover,110
42474,GWS GIANTS,Tom Green,Darcy Jones,Handball Effective,Stoppage,Turnover,116.3
42474,GWS GIANTS,Darcy Jones,Toby Bedford,Knock On,Stoppage,Turnover,103.5
42474,GWS GIANTS,Toby Bedford,Darcy Jones,Handball Effective,Stoppage,Turnover,96.7
42474,GWS GIANTS,Darcy Jones,Toby McMullin,Handball Effective,Stoppage,Turnover,91.9
42474,GWS GIANTS,Toby McMullin,Finn Callaghan,Handball Effective,Stoppage,Turnover,81.3
42474,GWS GIANTS,Finn Callaghan,,Kick Ineffective,Stoppage,Turnover,57.7
42476,GWS GIANTS,Lachie Ash,Toby Bedford,Handball Effective,Intercept,Score,54.6
42476,GWS GIANTS,Toby Bedford,Toby McMullin,Kick Effective Short,Intercept,Score,51.8
42476,GWS GIANTS,Toby McMullin,,Kick Effective Short,Intercept,Score,37.7
42477,GWS GIANTS,Connor Idun,,Ground Kick,Intercept,Turnover,28.9
42478,GWS GIANTS,Darcy Jones,Tom Green,Handball Effective,Intercept,Turnover,111
42478,GWS GIANTS,Tom Green,Jake Riccardi,Handball Effective,Intercept,Turnover,100.3
42478,GWS GIANTS,Jake Riccardi,James Peatling,Knock On,Intercept,Turnover,100.9
42478,GWS GIANTS,James Peatling,Finn Callaghan,Handball Effective,Intercept,Turnover,97.7
42478,GWS GIANTS,Finn Callaghan,Toby McMullin,Handball Effective,Intercept,Turnover,95.8
42478,GWS GIANTS,Toby McMullin,Brent Daniels,Kick Effective Short,Intercept,Turnover,75.7
42484,GWS GIANTS,Jack Buckley,Lachie Ash,Kick Backwards,Intercept,Turnover,101.6
42484,GWS GIANTS,Lachie Ash,Finn Callaghan,Kick Effective Short,Intercept,Turnover,96.2
42484,GWS GIANTS,Finn Callaghan,,Kick Effective Long,Intercept,Turnover,92.1
42486,GWS GIANTS,Lachie Ash,Connor Idun,Kick Backwards,Kick-in,Turnover,150
42486,GWS GIANTS,Connor Idun,Jake Riccardi,Kick Effective Long,Kick-in,Turnover,155.8
42488,GWS GIANTS,Finn Callaghan,Harry Perryman,Kick Backwards,Stoppage,Score,148.2
42488,GWS GIANTS,Harry Perryman,Toby Greene,Kick Effective Long,Stoppage,Score,142.3
42488,GWS GIANTS,Toby Greene,Tom Green,Kick Effective Short,Stoppage,Score,117.8
42488,GWS GIANTS,Tom Green,Harry Himmelberg,Kick Effective Short,Stoppage,Score,90.8
42488,GWS GIANTS,Harry Himmelberg,Brent Daniels,Kick Effective Short,Stoppage,Score,79.7
42488,GWS GIANTS,Brent Daniels,Jake Riccardi,Kick Effective Long,Stoppage,Score,65.6
42488,GWS GIANTS,Jake Riccardi,,Ground Kick,Stoppage,Score,16.3
42490,GWS GIANTS,Harry Himmelberg,Jake Riccardi,Kick Effective Short,Intercept,Stoppage,110.4
42490,GWS GIANTS,Jake Riccardi,Harry Perryman,Handball Effective,Intercept,Stoppage,96.1
42490,GWS GIANTS,Harry Perryman,Aaron Cadman,Kick Effective Short,Intercept,Stoppage,96.8
42490,GWS GIANTS,Aaron Cadman,Brent Daniels,Kick Effective Short,Intercept,Stoppage,85.8
42490,GWS GIANTS,Brent Daniels,,Ground Kick,Intercept,Stoppage,71.6
42491,GWS GIANTS,Finn Callaghan,Lachie Whitfield,Handball Effective,Stoppage,Score,66
42491,GWS GIANTS,Lachie Whitfield,Toby Bedford,Handball Effective,Stoppage,Score,70.2
42491,GWS GIANTS,Toby Bedford,,Kick Effective Long,Stoppage,Score,69.5
42491,GWS GIANTS,Toby Greene,,Kick Effective Short,Stoppage,Score,14.2
42493,GWS GIANTS,Lachie Ash,Tom Green,Handball Effective,Intercept,Turnover,105.9
42493,GWS GIANTS,Tom Green,,Kick Ineffective,Intercept,Turnover,100.8
42493,GWS GIANTS,Lachie Whitfield,Lachie Ash,Handball Effective,Intercept,Turnover,87.1
42493,GWS GIANTS,Lachie Ash,Callan Ward,Handball Effective,Intercept,Turnover,92.4
42493,GWS GIANTS,Callan Ward,Harvey Thomas,Handball Effective,Intercept,Turnover,90.5
42493,GWS GIANTS,Harvey Thomas,,Kick Effective Long,Intercept,Turnover,74.5
42495,GWS GIANTS,Harry Himmelberg,Tom Green,Kick Effective Short,Intercept,Turnover,99.5
42495,GWS GIANTS,Tom Green,Lachie Whitfield,Handball Effective,Intercept,Turnover,83.1
42495,GWS GIANTS,Lachie Whitfield,Connor Idun,Kick Effective Short,Intercept,Turnover,79.4
42495,GWS GIANTS,Connor Idun,Finn Callaghan,Kick Effective Short,Intercept,Turnover,74
42495,GWS GIANTS,Finn Callaghan,,Kick Effective Long,Intercept,Turnover,58.5
42497,GWS GIANTS,Kieren Briggs,,Kick Ineffective,Intercept,Score,39.1
42499,GWS GIANTS,Callan Ward,Tom Green,Handball Effective,Intercept,Turnover,110.4
42499,GWS GIANTS,Tom Green,Finn Callaghan,Handball Effective,Intercept,Turnover,105.2
42499,GWS GIANTS,Finn Callaghan,,Kick Ineffective,Intercept,Turnover,95.9
42499,GWS GIANTS,Toby Bedford,Toby McMullin,Handball Effective,Intercept,Turnover,69.7
42499,GWS GIANTS,Toby McMullin,Finn Callaghan,Handball Effective,Intercept,Turnover,65.9
42499,GWS GIANTS,Finn Callaghan,Finn Callaghan,Kick Ineffective,Intercept,Turnover,70.7
42499,GWS GIANTS,Finn Callaghan,Harvey Thomas,Handball Effective,Intercept,Turnover,69.2
