Chain_ID,Squad,from,to,Type,chains.start,chain.end,Dist_to_Goal
2728,GWS GIANTS,Callum M. Brown,Lachie Ash,Handball Effective,Intercept,Score,100.6
2728,GWS GIANTS,Lachie Ash,Jake Riccardi,Kick Effective Long,Intercept,Score,96.6
2728,GWS GIANTS,Jake Riccardi,,Kick Effective Long,Intercept,Score,57
2728,GWS GIANTS,Jesse Hogan,,Kick Effective Short,Intercept,Score,7.4
2730,GWS GIANTS,Tom Green,Finn Callaghan,Handball Effective,Stoppage,Turnover,147.5
2730,GWS GIANTS,Finn Callaghan,Lachie Ash,Handball Effective,Stoppage,Turnover,146.1
2732,GWS GIANTS,Lachie Whitfield,Tom Green,Kick Effective Short,Kick-in,Score,149.3
2732,GWS GIANTS,Tom Green,Connor Idun,Handball Effective,Kick-in,Score,130
2732,GWS GIANTS,Connor Idun,Stephen Coniglio,Handball Effective,Kick-in,Score,128.9
2732,GWS GIANTS,Stephen Coniglio,Lachie Whitfield,Handball Effective,Kick-in,Score,110.3
2732,GWS GIANTS,Lachie Whitfield,Toby Bedford,Kick Effective Long,Kick-in,Score,89.4
2732,GWS GIANTS,Toby Bedford,,Kick Ineffective,Kick-in,Score,53.9
2732,GWS GIANTS,Brent Daniels,Jake Riccardi,Kick Ineffective,Kick-in,Score,14.5
2732,GWS GIANTS,Jake Riccardi,Josh Kelly,Handball Effective,Kick-in,Score,21.8
2732,GWS GIANTS,Josh Kelly,,Kick Effective Short,Kick-in,Score,26.5
2733,GWS GIANTS,Josh Kelly,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,90
2735,GWS GIANTS,Lachie Whitfield,Tom Green,Handball Effective,Stoppage,Score,121.6
2735,GWS GIANTS,Tom Green,Stephen Coniglio,Handball Effective,Stoppage,Score,117
2735,GWS GIANTS,Stephen Coniglio,Lachie Whitfield,Handball Effective,Stoppage,Score,104.8
2735,GWS GIANTS,Lachie Whitfield,Jake Riccardi,Kick Effective Short,Stoppage,Score,92.5
2735,GWS GIANTS,Jake Riccardi,Jesse Hogan,Kick Effective Long,Stoppage,Score,61.6
2735,GWS GIANTS,Jesse Hogan,,Kick Effective Short,Stoppage,Score,3.7
2737,GWS GIANTS,Harry Himmelberg,Connor Idun,Handball Effective,Kick-in,Turnover,153.9
2737,GWS GIANTS,Connor Idun,,Kick Effective Long,Kick-in,Turnover,139.6
2737,GWS GIANTS,Callum M. Brown,Aaron Cadman,Handball Effective,Kick-in,Turnover,85.2
2737,GWS GIANTS,Aaron Cadman,Harvey Thomas,Kick Effective Short,Kick-in,Turnover,86.2
2737,GWS GIANTS,Harvey Thomas,Xavier O'Halloran,Handball Effective,Kick-in,Turnover,59.1
2737,GWS GIANTS,Xavier O'Halloran,,Kick Ineffective,Kick-in,Turnover,62.2
2739,GWS GIANTS,Stephen Coniglio,,Kick Effective Long,Stoppage,Stoppage,83.2
2741,GWS GIANTS,Toby Greene,Xavier O'Halloran,Handball Ineffective,Stoppage,Pre-Clearance Turnover,35.5
2743,GWS GIANTS,Harry Himmelberg,,Kick Effective Long,Kick-in,Turnover,151.6
2743,GWS GIANTS,Jacob Wehr,Tom Green,Handball Effective,Kick-in,Turnover,119.8
2743,GWS GIANTS,Tom Green,Xavier O'Halloran,Handball Effective,Kick-in,Turnover,116.6
2743,GWS GIANTS,Xavier O'Halloran,Stephen Coniglio,Handball Effective,Kick-in,Turnover,107.2
2743,GWS GIANTS,Stephen Coniglio,Brent Daniels,Handball Effective,Kick-in,Turnover,104.1
2743,GWS GIANTS,Brent Daniels,Stephen Coniglio,Handball Effective,Kick-in,Turnover,84.8
2743,GWS GIANTS,Stephen Coniglio,,Kick Effective Long,Kick-in,Turnover,72.8
2743,GWS GIANTS,Finn Callaghan,Xavier O'Halloran,Handball Effective,Kick-in,Turnover,35.6
2745,GWS GIANTS,Sam Taylor,Finn Callaghan,Kick Effective Short,Intercept,Score,104.1
2745,GWS GIANTS,Finn Callaghan,,Kick Effective Long,Intercept,Score,74.6
2745,GWS GIANTS,Brent Daniels,Jacob Wehr,Handball Effective,Intercept,Score,33.5
2745,GWS GIANTS,Jacob Wehr,Callum M. Brown,Handball Ineffective,Intercept,Score,39.7
2745,GWS GIANTS,Callum M. Brown,Tom Green,Handball Effective,Intercept,Score,31.9
2745,GWS GIANTS,Tom Green,,Kick Ineffective,Intercept,Score,35.7
2747,GWS GIANTS,Jack Buckley,,Kick Effective Long,Intercept,Stoppage,143.2
2747,GWS GIANTS,Jesse Hogan,Toby Greene,Kick Effective Short,Intercept,Stoppage,111.9
2747,GWS GIANTS,Toby Greene,,Handball Ineffective,Intercept,Stoppage,76.5
2751,GWS GIANTS,Lachie Whitfield,Stephen Coniglio,Handball Effective,Intercept,Score,143.3
2751,GWS GIANTS,Stephen Coniglio,Xavier O'Halloran,Handball Effective,Intercept,Score,142.5
2751,GWS GIANTS,Xavier O'Halloran,Finn Callaghan,Handball Effective,Intercept,Score,117.2
2751,GWS GIANTS,Finn Callaghan,Toby Greene,Kick Effective Short,Intercept,Score,96.8
2751,GWS GIANTS,Toby Greene,Brent Daniels,Kick Effective Short,Intercept,Score,65.3
2751,GWS GIANTS,Brent Daniels,Jesse Hogan,Handball Effective,Intercept,Score,35
2751,GWS GIANTS,Jesse Hogan,Callum M. Brown,Handball Effective,Intercept,Score,30.5
2751,GWS GIANTS,Callum M. Brown,,Kick Effective Short,Intercept,Score,23.4
2752,GWS GIANTS,Finn Callaghan,Xavier O'Halloran,Handball Effective,Stoppage,Pre-Clearance Turnover,78.2
2752,GWS GIANTS,Xavier O'Halloran,Kieren Briggs,Handball Effective,Stoppage,Pre-Clearance Turnover,91.7
2754,GWS GIANTS,Josh Kelly,Toby Greene,Kick Effective Short,Stoppage,Score,88.4
2754,GWS GIANTS,Toby Greene,Callum M. Brown,Kick Effective Long,Stoppage,Score,82.6
2754,GWS GIANTS,Callum M. Brown,,Kick Ineffective,Stoppage,Score,52.6
2756,GWS GIANTS,Lachie Ash,,Kick Effective Long,Intercept,Turnover,60.8
2758,GWS GIANTS,Finn Callaghan,Callum M. Brown,Handball Effective,Intercept,Score,36.5
2758,GWS GIANTS,Callum M. Brown,Stephen Coniglio,Handball Effective,Intercept,Score,41.3
2758,GWS GIANTS,Stephen Coniglio,,Kick Ineffective,Intercept,Score,53.9
2758,GWS GIANTS,Finn Callaghan,Toby Greene,Handball Effective,Intercept,Score,26.8
2758,GWS GIANTS,Toby Greene,,Kick Ineffective,Intercept,Score,29.6
2760,GWS GIANTS,Sam Taylor,,Handball Ineffective,Intercept,Stoppage,153
2761,GWS GIANTS,Lachie Whitfield,Lachie Ash,Handball Effective,Stoppage,Turnover,141.1
2763,GWS GIANTS,Stephen Coniglio,Harry Himmelberg,Handball Effective,Stoppage,Pre-Clearance Turnover,145.7
2763,GWS GIANTS,Harry Himmelberg,Connor Idun,Knock On,Stoppage,Pre-Clearance Turnover,142.6
2763,GWS GIANTS,Connor Idun,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,141.4
2765,GWS GIANTS,Lachie Ash,Lachie Whitfield,Kick Effective Short,Kick-in,Turnover,156.6
2765,GWS GIANTS,Lachie Whitfield,Harry Himmelberg,Handball Effective,Kick-in,Turnover,149.6
2765,GWS GIANTS,Harry Himmelberg,Jacob Wehr,Handball Effective,Kick-in,Turnover,144.2
2765,GWS GIANTS,Jacob Wehr,Callum M. Brown,Handball Effective,Kick-in,Turnover,118.1
2765,GWS GIANTS,Callum M. Brown,Lachie Whitfield,Handball Effective,Kick-in,Turnover,109.4
2765,GWS GIANTS,Lachie Whitfield,Josh Kelly,Handball Effective,Kick-in,Turnover,95.2
2765,GWS GIANTS,Josh Kelly,,Kick Effective Long,Kick-in,Turnover,81
2767,GWS GIANTS,Sam Taylor,Connor Idun,Kick Ineffective,Stoppage,Turnover,151.7
2767,GWS GIANTS,Connor Idun,Josh Kelly,Kick Ineffective,Stoppage,Turnover,146.9
2767,GWS GIANTS,Josh Kelly,Lachie Whitfield,Handball Effective,Stoppage,Turnover,134.6
2767,GWS GIANTS,Lachie Whitfield,Tom Green,Handball Effective,Stoppage,Turnover,140
2767,GWS GIANTS,Tom Green,,Kick Effective Long,Stoppage,Turnover,141.9
2769,GWS GIANTS,Toby Bedford,Finn Callaghan,Handball Effective,Intercept,Turnover,93.4
2769,GWS GIANTS,Finn Callaghan,Harvey Thomas,Handball Effective,Intercept,Turnover,93.2
2769,GWS GIANTS,Harvey Thomas,Jake Riccardi,Handball Effective,Intercept,Turnover,72.8
2769,GWS GIANTS,Jake Riccardi,Brent Daniels,Kick Effective Short,Intercept,Turnover,57.6
2769,GWS GIANTS,Brent Daniels,,Kick Effective Long,Intercept,Turnover,52.5
2771,GWS GIANTS,Jesse Hogan,,Kick Effective Long,Intercept,Stoppage,54
2772,GWS GIANTS,Tom Green,Finn Callaghan,Handball Effective,Stoppage,Pre-Clearance Turnover,24.5
2772,GWS GIANTS,Finn Callaghan,Brent Daniels,Handball Effective,Stoppage,Pre-Clearance Turnover,31.9
2776,GWS GIANTS,Tom Green,Xavier O'Halloran,Kick Effective Short,Intercept,Score,127.9
2776,GWS GIANTS,Xavier O'Halloran,Harry Perryman,Kick Effective Short,Intercept,Score,136
2776,GWS GIANTS,Harry Perryman,Josh Kelly,Kick Effective Short,Intercept,Score,120.8
2776,GWS GIANTS,Josh Kelly,Finn Callaghan,Handball Effective,Intercept,Score,106
2776,GWS GIANTS,Finn Callaghan,Jesse Hogan,Kick Effective Long,Intercept,Score,92.3
2776,GWS GIANTS,Jesse Hogan,Jacob Wehr,Kick Effective Short,Intercept,Score,42.6
2776,GWS GIANTS,Jacob Wehr,,Kick Ineffective,Intercept,Score,29.2
2778,GWS GIANTS,Sam Taylor,Jack Buckley,Kick Effective Short,Intercept,Turnover,157.8
2778,GWS GIANTS,Jack Buckley,,Kick Effective Long,Intercept,Turnover,153.9
2779,GWS GIANTS,Lachie Ash,,Ground Kick,Intercept,Score,58.7
2780,GWS GIANTS,Lachie Ash,Lachie Whitfield,Kick Effective Short,Intercept,Score,112.5
2780,GWS GIANTS,Lachie Whitfield,Josh Kelly,Handball Effective,Intercept,Score,99.3
2780,GWS GIANTS,Josh Kelly,Harry Himmelberg,Handball Effective,Intercept,Score,83.3
2780,GWS GIANTS,Harry Himmelberg,Jesse Hogan,Kick Effective Long,Intercept,Score,71.1
2780,GWS GIANTS,Jesse Hogan,,Kick Effective Short,Intercept,Score,35.3
2782,GWS GIANTS,Tom Green,Stephen Coniglio,Handball Effective,Stoppage,Score,76.9
2782,GWS GIANTS,Stephen Coniglio,Nick Haynes,Handball Effective,Stoppage,Score,88
2782,GWS GIANTS,Nick Haynes,Finn Callaghan,Handball Effective,Stoppage,Score,79
2782,GWS GIANTS,Finn Callaghan,Toby Greene,Kick Effective Short,Stoppage,Score,67.4
2782,GWS GIANTS,Toby Greene,,Kick Effective Long,Stoppage,Score,52.7
2786,GWS GIANTS,Nick Haynes,Harry Himmelberg,Handball Effective,Stoppage,Turnover,139.3
2788,GWS GIANTS,Stephen Coniglio,Toby Greene,Kick Effective Short,Stoppage,Turnover,125.5
2788,GWS GIANTS,Toby Greene,Tom Green,Handball Effective,Stoppage,Turnover,104.1
2790,GWS GIANTS,Sam Taylor,,Handball Ineffective,Intercept,Stoppage,153.8
2792,GWS GIANTS,Harry Himmelberg,,Kick Effective Long,Intercept,Turnover,136.5
2794,GWS GIANTS,Sam Taylor,Nick Haynes,Handball Effective,Intercept,Turnover,147
2794,GWS GIANTS,Nick Haynes,Toby Greene,Kick Effective Short,Intercept,Turnover,155.3
2794,GWS GIANTS,Toby Greene,Brent Daniels,Kick Effective Short,Intercept,Turnover,138.6
2794,GWS GIANTS,Brent Daniels,Tom Green,Kick Effective Short,Intercept,Turnover,112.6
2794,GWS GIANTS,Tom Green,Stephen Coniglio,Handball Effective,Intercept,Turnover,88.2
2794,GWS GIANTS,Stephen Coniglio,Callum M. Brown,Handball Effective,Intercept,Turnover,75.7
2794,GWS GIANTS,Callum M. Brown,Finn Callaghan,Handball Effective,Intercept,Turnover,55.8
2796,GWS GIANTS,Connor Idun,Lachie Whitfield,Handball Effective,Intercept,Score,120.5
2796,GWS GIANTS,Lachie Whitfield,Stephen Coniglio,Handball Effective,Intercept,Score,108.8
2796,GWS GIANTS,Stephen Coniglio,Brent Daniels,Kick Effective Short,Intercept,Score,105.8
2796,GWS GIANTS,Brent Daniels,Jesse Hogan,Kick Effective Short,Intercept,Score,67.9
2796,GWS GIANTS,Jesse Hogan,,Kick Effective Short,Intercept,Score,11.1
2798,GWS GIANTS,Jacob Wehr,Brent Daniels,Kick Effective Short,Intercept,Score,98
2798,GWS GIANTS,Brent Daniels,Stephen Coniglio,Kick Effective Short,Intercept,Score,69
2798,GWS GIANTS,Stephen Coniglio,Josh Kelly,Kick Effective Short,Intercept,Score,57.8
2798,GWS GIANTS,Josh Kelly,,Kick Effective Long,Intercept,Score,45.8
2799,GWS GIANTS,Tom Green,,Handball Ineffective,Stoppage,Pre-Clearance Turnover,86.7
2801,GWS GIANTS,Lachie Ash,Kieren Briggs,Handball Effective,Stoppage,Stoppage,107.7
2801,GWS GIANTS,Kieren Briggs,Stephen Coniglio,Handball Effective,Stoppage,Stoppage,89.8
2801,GWS GIANTS,Stephen Coniglio,Finn Callaghan,Kick Effective Short,Stoppage,Stoppage,84.4
2801,GWS GIANTS,Finn Callaghan,,Kick Ineffective,Stoppage,Stoppage,66
2802,GWS GIANTS,Toby Greene,,Kick Ineffective,Stoppage,Score,25.3
2804,GWS GIANTS,Jack Buckley,Harry Perryman,Handball Effective,Intercept,Score,69.7
2804,GWS GIANTS,Harry Perryman,Jacob Wehr,Handball Effective,Intercept,Score,63.4
2805,GWS GIANTS,Jake Riccardi,,Ground Kick,Intercept,Score,150
2808,GWS GIANTS,Finn Callaghan,Tom Green,Handball Effective,Intercept,Turnover,125.5
2808,GWS GIANTS,Tom Green,Jake Riccardi,Handball Effective,Intercept,Turnover,120.9
2808,GWS GIANTS,Jake Riccardi,Nick Haynes,Handball Effective,Intercept,Turnover,115.4
2808,GWS GIANTS,Nick Haynes,Lachie Ash,Handball Effective,Intercept,Turnover,110.5
2808,GWS GIANTS,Lachie Ash,Aaron Cadman,Kick Effective Long,Intercept,Turnover,106
2808,GWS GIANTS,Aaron Cadman,Toby Greene,Handball Effective,Intercept,Turnover,72.5
2811,GWS GIANTS,Harry Perryman,Jake Riccardi,Handball Effective,Intercept,Score,109.2
2811,GWS GIANTS,Jake Riccardi,Josh Kelly,Handball Effective,Intercept,Score,99.5
2811,GWS GIANTS,Josh Kelly,Jacob Wehr,Kick Effective Short,Intercept,Score,104.7
2811,GWS GIANTS,Jacob Wehr,Finn Callaghan,Kick Effective Short,Intercept,Score,99.2
2811,GWS GIANTS,Finn Callaghan,Jake Riccardi,Kick Effective Short,Intercept,Score,70.5
2811,GWS GIANTS,Jake Riccardi,Jesse Hogan,Kick Effective Long,Intercept,Score,64
2811,GWS GIANTS,Jesse Hogan,,Kick Ineffective,Intercept,Score,30
2813,GWS GIANTS,Harvey Thomas,,Kick Ineffective,Intercept,Score,37.9
2815,GWS GIANTS,Aaron Cadman,,Kick Ineffective,Intercept,Score,37.5
2817,GWS GIANTS,Connor Idun,Nick Haynes,Kick Effective Short,Intercept,Score,74.5
2817,GWS GIANTS,Nick Haynes,Toby Greene,Kick Effective Short,Intercept,Score,78.7
2817,GWS GIANTS,Toby Greene,Connor Idun,Handball Effective,Intercept,Score,52.4
2817,GWS GIANTS,Connor Idun,,Kick Ineffective,Intercept,Score,58.8
2823,GWS GIANTS,Jack Buckley,Lachie Whitfield,Handball Effective,Intercept,Turnover,95.1
2823,GWS GIANTS,Lachie Whitfield,Brent Daniels,Handball Effective,Intercept,Turnover,86
2823,GWS GIANTS,Brent Daniels,Toby Greene,Kick Effective Short,Intercept,Turnover,73.7
2824,GWS GIANTS,Lachie Whitfield,Toby Greene,Handball Effective,Intercept,Turnover,42.2
2824,GWS GIANTS,Toby Greene,,Handball Ineffective,Intercept,Turnover,41.7
2828,GWS GIANTS,Harry Himmelberg,Jake Riccardi,Kick Effective Long,Intercept,Stoppage,78.3
2828,GWS GIANTS,Toby Greene,,Kick Ineffective,Intercept,Stoppage,21.3
2829,GWS GIANTS,Brent Daniels,Josh Kelly,Handball Effective,Stoppage,Score,20.4
2829,GWS GIANTS,Josh Kelly,,Kick Ineffective,Stoppage,Score,26
2833,GWS GIANTS,Jake Riccardi,,Kick Ineffective,Intercept,Stoppage,45.5
2836,GWS GIANTS,Harry Perryman,Finn Callaghan,Handball Effective,Intercept,Turnover,116.5
2836,GWS GIANTS,Finn Callaghan,Callum M. Brown,Kick Effective Long,Intercept,Turnover,118.8
2836,GWS GIANTS,Callum M. Brown,Nick Haynes,Kick Effective Short,Intercept,Turnover,72.6
2836,GWS GIANTS,Nick Haynes,Lachie Ash,Kick Effective Short,Intercept,Turnover,66.2
2838,GWS GIANTS,Jake Riccardi,Jack Buckley,Kick Backwards,Intercept,End of Quarter,104.3
2838,GWS GIANTS,Jack Buckley,,Kick Effective Short,Intercept,End of Quarter,110.3
4511,Sydney Swans,Brodie Grundy,,Kick Ineffective,Stoppage,Turnover,71
4511,Sydney Swans,Justin McInerney,Tom Papley,Ground Kick,Intercept,Turnover,59.8
4511,Sydney Swans,Tom Papley,,Ground Kick,Intercept,Turnover,54.7
4513,Sydney Swans,Jake Lloyd,,Handball Ineffective,Intercept,Turnover,84.2
4515,Sydney Swans,James Rowbottom,Brodie Grundy,Kick Effective Long,Intercept,Score,94.1
4515,Sydney Swans,Brodie Grundy,,Kick Ineffective,Intercept,Score,52.4
4518,Sydney Swans,Nick Blakey,Jake Lloyd,Handball Effective,Intercept,Turnover,93.5
4518,Sydney Swans,Jake Lloyd,Nick Blakey,Handball Effective,Intercept,Turnover,98.2
4520,Sydney Swans,Jake Lloyd,Dane Rampe,Handball Effective,Intercept,Stoppage,148.2
4520,Sydney Swans,Dane Rampe,Oliver Florent,Handball Effective,Intercept,Stoppage,147
4520,Sydney Swans,Oliver Florent,Justin McInerney,Kick Effective Short,Intercept,Stoppage,150.5
4523,Sydney Swans,Tom McCartin,,Handball Ineffective,Intercept,Turnover,134.1
4525,Sydney Swans,Sam Wicks,Braeden Campbell,Handball Ineffective,Intercept,Turnover,127
4525,Sydney Swans,Braeden Campbell,Nick Blakey,Handball Effective,Intercept,Turnover,126.8
4525,Sydney Swans,Nick Blakey,,Kick Ineffective,Intercept,Turnover,130.1
4529,Sydney Swans,Braeden Campbell,Chad Warner,Kick Effective Short,Intercept,Score,96.5
4529,Sydney Swans,Chad Warner,Logan McDonald,Kick Effective Short,Intercept,Score,74.1
4529,Sydney Swans,Logan McDonald,Errol Gulden,Kick Effective Short,Intercept,Score,57.7
4529,Sydney Swans,Errol Gulden,Will Hayward,Kick Effective Short,Intercept,Score,35.6
4529,Sydney Swans,Will Hayward,,Kick Effective Long,Intercept,Score,47
4533,Sydney Swans,Nick Blakey,Oliver Florent,Handball Effective,Intercept,Turnover,99.4
4533,Sydney Swans,Oliver Florent,Braeden Campbell,Kick Effective Short,Intercept,Turnover,96.6
4533,Sydney Swans,Braeden Campbell,,Kick Ineffective,Intercept,Turnover,100.3
4535,Sydney Swans,Braeden Campbell,Hayden McLean,Handball Effective,Stoppage,Pre-Clearance Turnover,79.4
4535,Sydney Swans,Hayden McLean,Chad Warner,Handball Effective,Stoppage,Pre-Clearance Turnover,76.5
4535,Sydney Swans,Chad Warner,Matt Roberts,Handball Effective,Stoppage,Pre-Clearance Turnover,82.6
4537,Sydney Swans,Chad Warner,Nick Blakey,Handball Effective,Intercept,Turnover,137.9
4537,Sydney Swans,Nick Blakey,Errol Gulden,Kick Effective Short,Intercept,Turnover,142.4
4537,Sydney Swans,Errol Gulden,Tom Papley,Kick Effective Short,Intercept,Turnover,135.9
4537,Sydney Swans,Tom Papley,Chad Warner,Handball Effective,Intercept,Turnover,119.9
4537,Sydney Swans,Chad Warner,Hayden McLean,Kick Effective Short,Intercept,Turnover,111
4537,Sydney Swans,Hayden McLean,Nick Blakey,Kick Backwards,Intercept,Turnover,96.4
4537,Sydney Swans,Nick Blakey,Matt Roberts,Kick Effective Short,Intercept,Turnover,92.3
4537,Sydney Swans,Matt Roberts,Oliver Florent,Kick Effective Short,Intercept,Turnover,87
4537,Sydney Swans,Oliver Florent,,Kick Effective Long,Intercept,Turnover,79
4541,Sydney Swans,Lewis Melican,Will Hayward,Kick Effective Short,Intercept,Turnover,128.5
4541,Sydney Swans,Will Hayward,Tom Papley,Kick Effective Short,Intercept,Turnover,125.8
4541,Sydney Swans,Tom Papley,,Kick Effective Long,Intercept,Turnover,109.1
4541,Sydney Swans,Isaac Heeney,Will Hayward,Handball Effective,Intercept,Turnover,60.6
4545,Sydney Swans,Justin McInerney,James Jordon,Handball Effective,Intercept,Turnover,55.8
4545,Sydney Swans,James Jordon,Hayden McLean,Kick Effective Long,Intercept,Turnover,65.2
4547,Sydney Swans,Sam Wicks,Braeden Campbell,Handball Effective,Intercept,Turnover,18.2
4547,Sydney Swans,Braeden Campbell,Isaac Heeney,Kick Ineffective,Intercept,Turnover,48.3
4547,Sydney Swans,James Jordon,Isaac Heeney,Handball Effective,Intercept,Turnover,40.9
4547,Sydney Swans,Isaac Heeney,Jake Lloyd,Ground Kick,Intercept,Turnover,42.4
4547,Sydney Swans,Jake Lloyd,Isaac Heeney,Handball Effective,Intercept,Turnover,48.5
4550,Sydney Swans,Lewis Melican,,Ground Kick,Intercept,Turnover,81.7
4551,Sydney Swans,Lewis Melican,Logan McDonald,Kick Effective Short,Intercept,Turnover,94.1
4551,Sydney Swans,Logan McDonald,,Kick Effective Long,Intercept,Turnover,70.3
4553,Sydney Swans,Matt Roberts,Will Hayward,Kick Effective Short,Intercept,Score,72.2
4553,Sydney Swans,Will Hayward,,Kick Effective Long,Intercept,Score,42.1
4555,Sydney Swans,Jake Lloyd,Matt Roberts,Kick Effective Short,Kick-in,Turnover,149.7
4555,Sydney Swans,Matt Roberts,Dane Rampe,Kick Effective Short,Kick-in,Turnover,137.4
4559,Sydney Swans,Brodie Grundy,Justin McInerney,Out on Full Kick In,Intercept,Turnover,150.7
4559,Sydney Swans,Justin McInerney,Dane Rampe,Handball Effective,Intercept,Turnover,141.8
4560,Sydney Swans,Isaac Heeney,,Ground Kick,Intercept,Score,43.2
4561,Sydney Swans,Tom Papley,Logan McDonald,Kick Effective Long,Intercept,Score,75.9
4561,Sydney Swans,Logan McDonald,,Kick Ineffective,Intercept,Score,35.8
4563,Sydney Swans,Corey Warner,Hayden McLean,Handball Ineffective,Intercept,Score,47.9
4563,Sydney Swans,Hayden McLean,Isaac Heeney,Handball Effective,Intercept,Score,45.3
4563,Sydney Swans,Isaac Heeney,Sam Wicks,Handball Effective,Intercept,Score,48
4563,Sydney Swans,Sam Wicks,Corey Warner,Handball Effective,Intercept,Score,38.5
4563,Sydney Swans,Corey Warner,,Kick Ineffective,Intercept,Score,31.1
4565,Sydney Swans,Justin McInerney,Isaac Heeney,Handball Effective,Stoppage,Turnover,74.6
4565,Sydney Swans,Isaac Heeney,,Kick Effective Long,Stoppage,Turnover,67.2
4565,Sydney Swans,Oliver Florent,Tom Papley,Handball Effective,Intercept,Turnover,43.4
4565,Sydney Swans,Tom Papley,Will Hayward,Handball Effective,Intercept,Turnover,42.1
4565,Sydney Swans,Will Hayward,Jake Lloyd,Handball Effective,Intercept,Turnover,43.3
4565,Sydney Swans,Jake Lloyd,,Kick Ineffective,Intercept,Turnover,52.7
4567,Sydney Swans,Brodie Grundy,Nick Blakey,Handball Effective,Intercept,Score,144.4
4567,Sydney Swans,Nick Blakey,Errol Gulden,Kick Effective Short,Intercept,Score,143.8
4567,Sydney Swans,Errol Gulden,Chad Warner,Kick Effective Short,Intercept,Score,138.9
4567,Sydney Swans,Chad Warner,Justin McInerney,Kick Effective Short,Intercept,Score,110.8
4567,Sydney Swans,Justin McInerney,Isaac Heeney,Kick Effective Short,Intercept,Score,94.9
4567,Sydney Swans,Isaac Heeney,Errol Gulden,Handball Effective,Intercept,Score,73.5
4567,Sydney Swans,Errol Gulden,Hayden McLean,Kick Effective Long,Intercept,Score,65.8
4567,Sydney Swans,Hayden McLean,,Kick Effective Short,Intercept,Score,24.4
4568,Sydney Swans,Isaac Heeney,Chad Warner,Kick Effective Short,Stoppage,Turnover,90.3
4568,Sydney Swans,Chad Warner,Isaac Heeney,Handball Effective,Stoppage,Turnover,77.6
4569,Sydney Swans,Tom Papley,,Ground Kick,Intercept,Score,91.8
4570,Sydney Swans,Logan McDonald,Joel Amartey,Kick Effective Short,Intercept,Score,52.2
4570,Sydney Swans,Joel Amartey,,Kick Effective Long,Intercept,Score,41.7
4572,Sydney Swans,Brodie Grundy,Jake Lloyd,Handball Effective,Intercept,Stoppage,124.1
4572,Sydney Swans,Jake Lloyd,,Kick Ineffective,Intercept,Stoppage,117.3
4573,Sydney Swans,Tom Papley,,Kick Ineffective,Stoppage,Pre-Clearance Turnover,112.5
4575,Sydney Swans,Matt Roberts,Matt Roberts,Handball Effective,Intercept,Score,113.5
4575,Sydney Swans,Dane Rampe,Chad Warner,Kick Effective Short,Intercept,Score,122.6
4575,Sydney Swans,Chad Warner,,Kick Effective Long,Intercept,Score,130.4
4575,Sydney Swans,Sam Wicks,Matt Roberts,Kick Effective Short,Intercept,Score,79.5
4575,Sydney Swans,Matt Roberts,Joel Amartey,Kick Effective Long,Intercept,Score,68.5
4575,Sydney Swans,Isaac Heeney,,Kick Ineffective,Intercept,Score,21.7
4579,Sydney Swans,James Jordon,Braeden Campbell,Handball Effective,Intercept,Turnover,122.7
4579,Sydney Swans,Braeden Campbell,,Kick Effective Long,Intercept,Turnover,129.9
4581,Sydney Swans,Lewis Melican,,Handball Ineffective,Intercept,Turnover,130.8
4583,Sydney Swans,Nick Blakey,Dane Rampe,Kick Effective Short,Kick-in,Turnover,142.9
4583,Sydney Swans,Dane Rampe,,Kick Effective Long,Kick-in,Turnover,132.7
4586,Sydney Swans,Braeden Campbell,Tom Papley,Kick Effective Short,Intercept,Turnover,108.2
4586,Sydney Swans,Tom Papley,,Kick Effective Long,Intercept,Turnover,76.7
4589,Sydney Swans,Jake Lloyd,Braeden Campbell,Handball Effective,Intercept,Score,141.9
4589,Sydney Swans,Braeden Campbell,James Jordon,Handball Effective,Intercept,Score,137.3
4589,Sydney Swans,James Jordon,Tom Papley,Kick Effective Short,Intercept,Score,126.5
4589,Sydney Swans,Tom Papley,Chad Warner,Handball Effective,Intercept,Score,111.4
4589,Sydney Swans,Chad Warner,Sam Wicks,Kick Effective Short,Intercept,Score,103
4589,Sydney Swans,Sam Wicks,Isaac Heeney,Kick Effective Short,Intercept,Score,65.6
4589,Sydney Swans,Isaac Heeney,,Kick Effective Short,Intercept,Score,32.6
4591,Sydney Swans,Isaac Heeney,Justin McInerney,Handball Effective,Stoppage,Score,72.7
4591,Sydney Swans,Justin McInerney,Brodie Grundy,Kick Effective Long,Stoppage,Score,75.4
4591,Sydney Swans,Will Hayward,,Kick Ineffective,Stoppage,Score,30.5
4595,Sydney Swans,Corey Warner,,Kick Ineffective,Stoppage,Turnover,69.3
4597,Sydney Swans,Tom Papley,Joel Amartey,Kick Effective Short,Intercept,Turnover,30.4
4599,Sydney Swans,Jake Lloyd,Tom Papley,Kick Effective Short,Intercept,Score,60.7
4599,Sydney Swans,Tom Papley,,Kick Effective Long,Intercept,Score,45.3
4603,Sydney Swans,Oliver Florent,Matt Roberts,Kick Effective Short,Kick-in,Turnover,136.6
4603,Sydney Swans,Matt Roberts,,Kick Effective Long,Kick-in,Turnover,124.9
