SEASON_ID,GROUP_ROUND,MATCH_ID,shots.period,shots.periodSecs,shots.player.displayName,PERSON_ID,shots.squad.code,SQUAD_NAME,shots.details.angleGroup,shots.details.distanceGroup,shots.details.origin,shots.details.type,shots.details.location.x,shots.details.location.xStd,shots.details.location.y,shots.details.location.yStd,shots.details.locationRotated.x,shots.details.locationRotated.xStd,shots.details.locationRotated.y,shots.details.locationRotated.yStd,shots.result.name,shots.result.code,shots.result.points,shots.result.pointsExpected,shots.result.accuracyExpected,shots.score.homePoints,shots.score.awayPoints
2023,R01,266569840,1,35,D.Martin,290847,RICH,Richmond,Left Corridor,15-30m,General Play,General Play Snap,51.5,51.5,5,5,51.5,51.5,5,5,Goal,G,6,2.961187215,0.430365297,6,0
2023,R01,266569840,1,108,Z.Fisher,999827,CARL,Carlton,Left Acute,15-30m,General Play,General Play Snap,-59.8,-59.8,-17.7,-17.7,59.8,59.8,17.7,17.7,Goal,G,6,2.505882353,0.341176471,6,6
2023,R01,266569840,1,456,J.Silvagni,1001028,CARL,Carlton,Left Acute,15-30m,Mark,Set Shot Regular,-64.3,-64.3,-23.5,-23.5,64.3,64.3,23.5,23.5,Goal,G,6,4.263269639,0.66029724,6,12
2023,R01,266569840,1,615,J.Graham,990827,RICH,Richmond,Right Acute,15-30m,General Play,General Play Regular,66,66,-16,-16,66,66,-16,-16,Behind,B,1,3.4375,0.513888889,7,12
2023,R01,266569840,1,670,J.Graham,990827,RICH,Richmond,Right Boundary,15-30m,General Play,General Play Snap,69.5,69.5,-21.1,-21.1,69.5,69.5,-21.1,-21.1,Behind,B,1,1.857142857,0.230519481,8,12
2023,R01,266569840,1,748,T.Taranto,998172,RICH,Richmond,Right Corridor,30-40m,General Play,General Play Snap,45.5,45.5,-9.8,-9.8,45.5,45.5,-9.8,-9.8,Behind,B,1,2.217514124,0.299435028,9,12
2023,R01,266569840,1,921,N.Newman,297907,CARL,Carlton,Right Corridor,15-30m,General Play,General Play Snap,-50.9,-50.9,5.8,5.8,50.9,50.9,-5.8,-5.8,Missed Shot,M,0,2.765765766,0.396396396,9,12
2023,R01,266569840,1,1007,T.Lynch,293813,RICH,Richmond,Left Acute,15-30m,Mark,Set Shot Regular,63.5,63.5,23.6,23.6,63.5,63.5,23.6,23.6,Behind,B,1,4.263269639,0.66029724,10,12
2023,R01,266569840,1,1245,H.McKay,1000953,CARL,Carlton,In Front,15-30m,General Play,General Play Snap,-51.5,-51.5,-0.2,-0.2,51.5,51.5,0.2,0.2,Goal,G,6,3.4048583,0.511470985,10,18
2023,R01,266569840,1,1378,D.Prestia,290627,RICH,Richmond,Left Corridor,50m+,Mark,Set Shot Regular,29.5,29.5,27.4,27.4,29.5,29.5,27.4,27.4,Missed Shot,M,0,2.349334601,0.33269962,10,18
2023,R01,266569840,1,1507,J.Martin,296190,CARL,Carlton,Right Boundary,15-30m,General Play,General Play Snap,-66.3,-66.3,24.2,24.2,66.3,66.3,-24.2,-24.2,Behind,B,1,1.857142857,0.230519481,10,19
2023,R01,266569840,1,1687,D.Martin,290847,RICH,Richmond,Right Acute,50m+,Mark,Set Shot Regular,42.5,42.5,-44,-44,42.5,42.5,-44,-44,Missed Shot,M,0,1.732111693,0.232111693,10,19
2023,R01,266569840,2,50,T.De Koning,1004912,CARL,Carlton,Right Corridor,30-40m,General Play,General Play Snap,41.7,41.7,-6.1,-6.1,41.7,41.7,-6.1,-6.1,Behind,B,1,2.277777778,0.320987654,10,20
2023,R01,266569840,2,209,T.Taranto,998172,RICH,Richmond,Right Acute,15-30m,General Play,General Play Snap,-63.1,-63.1,24.6,24.6,63.1,63.1,-24.6,-24.6,Missed Shot,M,0,2.355353075,0.318906606,10,20
2023,R01,266569840,2,245,T.Taranto,998172,RICH,Richmond,Right Corridor,30-40m,General Play,General Play Regular,-41.9,-41.9,5.4,5.4,41.9,41.9,-5.4,-5.4,Missed Shot,M,0,2.217514124,0.299435028,10,20
2023,R01,266569840,2,367,M.Rioli,1009551,RICH,Richmond,Right Corridor,40-50m,Free Kick,Set Shot Regular,-33.6,-33.6,14.2,14.2,33.6,33.6,-14.2,-14.2,Goal,G,6,3.445456427,0.507555372,16,20
2023,R01,266569840,2,454,H.McKay,1000953,CARL,Carlton,Right Corridor,50m+,Mark,General Play Regular,25.6,25.6,-10,-10,25.6,25.6,-10,-10,Missed Shot,M,0,2.416967509,0.342960289,16,20
2023,R01,266569840,2,711,M.Owies,1013973,CARL,Carlton,Left Boundary,15-30m,General Play,General Play Snap,68.4,68.4,21.9,21.9,68.4,68.4,21.9,21.9,Behind,B,1,1.5,0.1875,16,21
2023,R01,266569840,2,837,B.Miller,1002403,RICH,Richmond,Right Acute,30-40m,Mark,Set Shot Regular,-59.6,-59.6,30,30,59.6,59.6,-30,-30,Missed Shot,M,0,3.118653422,0.444260486,16,22
2023,R01,266569840,2,1286,J.Martin,296190,CARL,Carlton,Right Corridor,50m+,Mark,Set Shot Regular,19.9,19.9,-7.9,-7.9,19.9,19.9,-7.9,-7.9,Missed Shot,M,0,2.312530237,0.326076439,16,22
2023,R01,266569840,2,1297,M.Owies,1013973,CARL,Carlton,Right Corridor,15-30m,General Play,General Play Snap,65.4,65.4,-11.1,-11.1,65.4,65.4,-11.1,-11.1,Goal,G,6,2.722482436,0.382903981,16,28
2023,R01,266569840,2,1494,M.Kennedy,1001398,CARL,Carlton,Right Boundary,30-40m,Mark,Set Shot Regular,67.5,67.5,-28.6,-28.6,67.5,67.5,-28.6,-28.6,Behind,B,1,2.049407115,0.264822134,16,29
2023,R01,266569840,3,157,J.Riewoldt,250395,RICH,Richmond,Left Corridor,30-40m,Mark,Set Shot Snap,53.4,53.4,17.8,17.8,53.4,53.4,17.8,17.8,Goal,G,6,4.306197286,0.665199853,22,30
2023,R01,266569840,3,308,S.Bolton,993993,RICH,Richmond,Right Corridor,0-15m,Mark,General Play Regular,73.1,73.1,-4.9,-4.9,73.1,73.1,-4.9,-4.9,Goal,G,6,5.098181818,0.825454545,28,30
2023,R01,266569840,3,424,T.Lynch,293813,RICH,Richmond,Right Acute,15-30m,Mark,Set Shot Regular,66.3,66.3,-20.7,-20.7,66.3,66.3,-20.7,-20.7,Goal,G,6,3.922985782,0.592417062,34,30
2023,R01,266569840,3,665,C.Curnow,996731,CARL,Carlton,Right Acute,30-40m,Mark,Set Shot Regular,-57.7,-57.7,29.8,29.8,57.7,57.7,-29.8,-29.8,Goal,G,6,3.118653422,0.444260486,34,36
2023,R01,266569840,3,787,C.Curnow,996731,CARL,Carlton,Right Acute,15-30m,General Play,General Play Snap,-65.6,-65.6,13.5,13.5,65.6,65.6,-13.5,-13.5,Goal,G,6,2.835858586,0.402777778,34,42
2023,R01,266569840,3,884,M.Rioli,1009551,RICH,Richmond,In Front,15-30m,General Play,General Play Snap,54.1,54.1,-1.7,-1.7,54.1,54.1,-1.7,-1.7,Goal,G,6,3.4048583,0.511470985,40,42
2023,R01,266569840,3,967,O.Hollands,1023495,CARL,Carlton,Left Corridor,30-40m,General Play,General Play Regular,-46.2,-46.2,-14.9,-14.9,46.2,46.2,14.9,14.9,Behind,B,1,1.841216216,0.243243243,40,43
2023,R01,266569840,3,1091,H.McKay,1000953,CARL,Carlton,Right Corridor,30-40m,Mark,Set Shot Snap,-50,-50,13.5,13.5,50,50,-13.5,-13.5,Behind,B,1,4.269513991,0.659793814,40,44
2023,R01,266569840,3,1169,H.McKay,1000953,CARL,Carlton,Right Corridor,40-50m,Mark,Set Shot Regular,-38.9,-38.9,23.3,23.3,38.9,38.9,-23.3,-23.3,Behind,B,1,3.349637681,0.490942029,40,45
2023,R01,266569840,3,1222,D.Prestia,290627,RICH,Richmond,Right Corridor,30-40m,General Play,General Play Snap,52.4,52.4,-15.8,-15.8,52.4,52.4,-15.8,-15.8,Behind,B,1,2.666666667,0.374898126,41,45
2023,R01,266569840,3,1311,T.Lynch,293813,RICH,Richmond,Right Corridor,40-50m,Mark,Set Shot Regular,37.8,37.8,-5.9,-5.9,37.8,37.8,-5.9,-5.9,Goal,G,6,3.445456427,0.507555372,47,45
2023,R01,266569840,3,1555,T.Lynch,293813,RICH,Richmond,Left Corridor,15-30m,General Play,General Play Snap,56.6,56.6,16.7,16.7,56.6,56.6,16.7,16.7,Behind,B,1,2.961187215,0.430365297,48,45
2023,R01,266569840,3,1657,S.Bolton,993993,RICH,Richmond,Right Boundary,30-40m,Free Kick,Set Shot Snap,62.8,62.8,-29.9,-29.9,62.8,62.8,-29.9,-29.9,Missed Shot,M,0,2.049407115,0.264822134,48,45
2023,R01,266569840,3,1800,T.Lynch,293813,RICH,Richmond,Right Corridor,0-15m,General Play,General Play Snap,75.7,75.7,-3.6,-3.6,75.7,75.7,-3.6,-3.6,Behind,B,1,4.375527426,0.687763713,49,45
2023,R01,266569840,3,1847,T.Taranto,998172,RICH,Richmond,Right Corridor,40-50m,General Play,General Play Snap,47.7,47.7,-25.2,-25.2,47.7,47.7,-25.2,-25.2,Behind,B,1,2.212471132,0.307159353,50,45
2023,R01,266569840,4,420,S.Docherty,295518,CARL,Carlton,Left Corridor,50m+,Mark,Set Shot Regular,26.3,26.3,22.9,22.9,26.3,26.3,22.9,22.9,Goal,G,6,2.349334601,0.33269962,50,51
2023,R01,266569840,4,511,P.Cripps,990704,CARL,Carlton,Left Acute,30-40m,General Play,General Play Regular,59.4,59.4,31.5,31.5,59.4,59.4,31.5,31.5,Behind,B,1,1.587064677,0.189054726,50,52
2023,R01,266569840,4,614,N.Vlastuin,294674,RICH,Richmond,Left Corridor,40-50m,General Play,General Play Regular,-37.8,-37.8,-13,-13,37.8,37.8,13,13,Behind,B,1,2.796428571,0.398214286,51,52
2023,R01,266569840,4,687,B.Acres,296294,CARL,Carlton,Right Acute,50m+,Mark,Set Shot Regular,39.5,39.5,-38.6,-38.6,39.5,39.5,-38.6,-38.6,Missed Shot,M,0,1.732111693,0.232111693,51,52
2023,R01,266569840,4,727,P.Cripps,990704,CARL,Carlton,Right Corridor,0-15m,General Play,General Play Snap,68,68,-5.5,-5.5,68,68,-5.5,-5.5,Missed Shot,M,0,4.375527426,0.687763713,51,52
2023,R01,266569840,4,1044,C.Curnow,996731,CARL,Carlton,Left Boundary,0-15m,General Play,Ground Kick,39.3,39.3,-37.3,-37.3,39.3,39.3,-37.3,-37.3,Goal,G,6,2.5,0.357142857,51,58
2023,R01,266569840,4,1194,S.Bolton,993993,RICH,Richmond,Left Corridor,30-40m,Mark,Set Shot Snap,-47.2,-47.2,-3.6,-3.6,47.2,47.2,3.6,3.6,Behind,B,1,4.306197286,0.665199853,52,58
2023,R01,266569840,4,1346,J.Ross,1006133,RICH,Richmond,Right Acute,50m+,Mark,Set Shot Regular,-50,-50,44.3,44.3,50,50,-44.3,-44.3,Missed Shot,M,0,1.732111693,0.232111693,52,58
2023,R01,266569840,4,1724,T.Lynch,293813,RICH,Richmond,Left Corridor,30-40m,Mark,Set Shot Regular,-52.6,-52.6,-13.6,-13.6,52.6,52.6,13.6,13.6,Goal,G,6,4.306197286,0.665199853,58,58
2023,R01,266569281,1,56,Z.Tuohy,292511,GEEL,Geelong Cats,In Front,0-15m,Mark,General Play Regular,-71.8,-71.8,-1.9,-1.9,71.8,71.8,1.9,1.9,Goal,G,6,5.990500317,0.998100063,6,0
2023,R01,266569281,1,201,J.Elliott,293801,COLL,Collingwood,Right Boundary,15-30m,Mark,Set Shot Regular,66.5,66.5,-24.1,-24.1,66.5,66.5,-24.1,-24.1,Behind,B,1,2.260162602,0.296747967,6,1
2023,R01,266569281,1,247,Z.Tuohy,292511,GEEL,Geelong Cats,Left Acute,0-15m,General Play,General Play Snap,-68.8,-68.8,-9.6,-9.6,68.8,68.8,9.6,9.6,Goal,G,6,4.068493151,0.630136986,12,1
2023,R01,266569281,1,345,T.Mitchell,291856,COLL,Collingwood,In Front,30-40m,Mark,Set Shot Regular,40.2,40.2,-0.2,-0.2,40.2,40.2,-0.2,-0.2,Goal,G,6,4.746924429,0.750439367,12,7
2023,R01,266569281,1,470,B.Mihocek,291849,COLL,Collingwood,Left Acute,40-50m,Mark,Set Shot Regular,50.7,50.7,39.4,39.4,50.7,50.7,39.4,39.4,Goal,G,6,2.604617605,0.369047619,12,13
2023,R01,266569281,1,736,B.McCreery,1004757,COLL,Collingwood,Right Acute,15-30m,General Play,General Play Snap,59.8,59.8,-17.7,-17.7,59.8,59.8,-17.7,-17.7,Missed Shot,M,0,2.355353075,0.318906606,12,13
2023,R01,266569281,1,969,B.Mihocek,291849,COLL,Collingwood,Left Boundary,15-30m,General Play,General Play Snap,72,72,17.6,17.6,72,72,17.6,17.6,Behind,B,1,2.294520548,0.308219178,12,15
2023,R01,266569281,1,1054,T.Stengle,997230,GEEL,Geelong Cats,Right Acute,40-50m,Mark,Set Shot Regular,-44.7,-44.7,31,31,44.7,44.7,-31,-31,Goal,G,6,2.556807512,0.358059468,18,15
2023,R01,266569281,1,1315,J.Cameron,293845,GEEL,Geelong Cats,In Front,15-30m,General Play,General Play Snap,-55.1,-55.1,2.8,2.8,55.1,55.1,-2.8,-2.8,Goal,G,6,3.4048583,0.511470985,24,15
2023,R01,266569281,1,1463,P.Dangerfield,270917,GEEL,Geelong Cats,Left Boundary,40-50m,General Play,General Play Regular,-60.5,-60.5,-35.4,-35.4,60.5,60.5,35.4,35.4,Goal,G,6,2.12,0.28,30,15
2023,R01,266569281,1,1580,T.Hawkins,261510,GEEL,Geelong Cats,Right Corridor,40-50m,Mark,Set Shot Regular,-40.8,-40.8,21.2,21.2,40.8,40.8,-21.2,-21.2,Goal,G,6,3.445456427,0.507555372,36,15
2023,R01,266569281,1,1697,T.Adams,291776,COLL,Collingwood,Left Acute,30-40m,General Play,General Play Snap,59.8,59.8,27.8,27.8,59.8,59.8,27.8,27.8,Goal,G,6,2.327319588,0.317010309,36,21
2023,R01,266569281,1,1852,M.Cox,998647,COLL,Collingwood,Right Corridor,30-40m,Mark,Set Shot Regular,50.7,50.7,-13.2,-13.2,50.7,50.7,-13.2,-13.2,Goal,G,6,4.301079137,0.663669065,36,27
2023,R01,266569281,1,1974,D.McStay,297504,COLL,Collingwood,In Front,0-15m,Free Kick,Set Shot Regular,66.7,66.7,0.3,0.3,66.7,66.7,0.3,0.3,Goal,G,6,5.990500317,0.998100063,36,33
2023,R01,266569281,2,108,S.Pendlebury,260257,COLL,Collingwood,Left Corridor,30-40m,General Play,General Play Snap,-45.3,-45.3,-16,-16,45.3,45.3,16,16,Goal,G,6,2.63322884,0.376175549,36,39
2023,R01,266569281,2,372,J.Cameron,293845,GEEL,Geelong Cats,Right Acute,50m+,Mark,Set Shot Regular,49.2,49.2,-39.7,-39.7,49.2,49.2,-39.7,-39.7,Behind,B,1,1.675373134,0.220149254,37,39
2023,R01,266569281,2,456,T.Hawkins,261510,GEEL,Geelong Cats,Left Boundary,40-50m,Free Kick,Set Shot Snap,65.6,65.6,38.1,38.1,65.6,65.6,38.1,38.1,Goal,G,6,2,0.267716535,43,39
2023,R01,266569281,2,568,M.Holmes,1015889,GEEL,Geelong Cats,Left Acute,50m+,General Play,General Play Regular,50,50,42.6,42.6,50,50,42.6,42.6,Goal,G,6,2.141025641,0.275641026,49,39
2023,R01,266569281,2,669,J.Elliott,293801,COLL,Collingwood,Right Boundary,50m+,Mark,Set Shot Regular,-58.1,-58.1,46.4,46.4,58.1,58.1,-46.4,-46.4,Missed Shot,M,0,0.757575758,0.090909091,49,39
2023,R01,266569281,2,805,D.Cameron,990291,COLL,Collingwood,Left Corridor,15-30m,Free Kick,Set Shot Regular,-60.1,-60.1,-15.8,-15.8,60.1,60.1,15.8,15.8,Behind,B,1,5.19803516,0.840744571,49,40
2023,R01,266569281,2,881,T.Stengle,997230,GEEL,Geelong Cats,Right Acute,0-15m,General Play,General Play Snap,75,75,-5.9,-5.9,75,75,-5.9,-5.9,Goal,G,6,3.402777778,0.509259259,55,40
2023,R01,266569281,2,1038,O.Henry,1012860,GEEL,Geelong Cats,Right Corridor,30-40m,Mark,Set Shot Regular,56.2,56.2,-19.2,-19.2,56.2,56.2,-19.2,-19.2,Goal,G,6,4.301079137,0.663669065,61,40
2023,R01,266569281,2,1261,M.Cox,998647,COLL,Collingwood,Left Boundary,15-30m,Mark,Set Shot Snap,-70.1,-70.1,-28.2,-28.2,70.1,70.1,28.2,28.2,Goal,G,6,3.193548387,0.451612903,61,46
2023,R01,266569281,2,1449,G.Rohan,291357,GEEL,Geelong Cats,Left Acute,15-30m,Mark,Set Shot Snap,69.2,69.2,13.7,13.7,69.2,69.2,13.7,13.7,Goal,G,6,4.263269639,0.66029724,67,46
2023,R01,266569281,2,1602,T.Adams,291776,COLL,Collingwood,Left Corridor,15-30m,General Play,General Play Snap,-58.6,-58.6,-16.6,-16.6,58.6,58.6,16.6,16.6,Behind,B,1,3.362582781,0.501655629,67,47
2023,R01,266569281,2,1712,B.McCreery,1004757,COLL,Collingwood,Left Corridor,40-50m,Mark,Set Shot Regular,-38.5,-38.5,-25.8,-25.8,38.5,38.5,25.8,25.8,Goal,G,6,3.475141736,0.514391627,67,53
2023,R01,266569281,2,1831,B.Hill,1006148,COLL,Collingwood,In Front,30-40m,General Play,General Play Snap,-45.1,-45.1,2.2,2.2,45.1,45.1,-2.2,-2.2,Goal,G,6,3.147426982,0.468706537,67,59
2023,R01,266569281,2,1943,J.Elliott,293801,COLL,Collingwood,Left Corridor,40-50m,General Play,General Play Regular,-43.2,-43.2,-28.4,-28.4,43.2,43.2,28.4,28.4,Behind,B,1,2.796428571,0.398214286,67,60
2023,R01,266569281,2,2016,G.Rohan,291357,GEEL,Geelong Cats,Right Corridor,40-50m,Mark,Set Shot Regular,35.9,35.9,-20,-20,35.9,35.9,-20,-20,Goal,G,6,3.445456427,0.507555372,73,60
2023,R01,266569281,3,48,D.McStay,297504,COLL,Collingwood,Right Acute,0-15m,Mark,Set Shot Snap,73.3,73.3,-8.7,-8.7,73.3,73.3,-8.7,-8.7,Behind,B,1,4.194244604,0.654676259,73,61
2023,R01,266569281,3,629,I.Smith,294877,GEEL,Geelong Cats,Right Boundary,15-30m,Free Kick,Set Shot Snap,-75.2,-75.2,20.1,20.1,75.2,75.2,-20.1,-20.1,Goal,G,6,2.898360656,0.416393443,79,61
2023,R01,266569281,3,819,J.De Goey,994185,COLL,Collingwood,Right Corridor,30-40m,Mark,Set Shot Regular,43.4,43.4,-14.5,-14.5,43.4,43.4,-14.5,-14.5,Goal,G,6,4.301079137,0.663669065,79,67
2023,R01,266569281,3,1178,B.Hill,1006148,COLL,Collingwood,Right Acute,30-40m,Mark,Set Shot Regular,55.4,55.4,-20.9,-20.9,55.4,55.4,-20.9,-20.9,Goal,G,6,3.118653422,0.444260486,79,75
2023,R01,266569281,3,1301,T.Atkins,994386,GEEL,Geelong Cats,In Front,0-15m,Free Kick,Set Shot Regular,-68.2,-68.2,-0.2,-0.2,68.2,68.2,0.2,0.2,Goal,G,6,5.990500317,0.998100063,85,75
2023,R01,266569281,3,1432,J.Cameron,293845,GEEL,Geelong Cats,Right Corridor,15-30m,Mark,Set Shot Snap,-61.6,-61.6,11.6,11.6,61.6,61.6,-11.6,-11.6,Goal,G,6,5.129292929,0.826262626,91,75
2023,R01,266569281,3,1584,R.Stanley,280317,GEEL,Geelong Cats,Right Acute,50m+,General Play,General Play Regular,-44,-44,39,39,44,44,-39,-39,Missed Shot,M,0,1.882352941,0.235294118,91,75
2023,R01,266569281,3,1622,O.Henry,1012860,GEEL,Geelong Cats,In Front,0-15m,Free Kick,Set Shot Regular,-72.5,-72.5,-0.2,-0.2,72.5,72.5,0.2,0.2,Goal,G,6,5.990500317,0.998100063,97,75
2023,R01,266569281,3,1718,T.Stengle,997230,GEEL,Geelong Cats,Left Corridor,50m+,Mark,Set Shot Regular,-28,-28,-8.3,-8.3,28,28,8.3,8.3,Missed Shot,M,0,2.349334601,0.33269962,97,75
2023,R01,266569281,3,1807,B.Mihocek,291849,COLL,Collingwood,Left Corridor,15-30m,Mark,Set Shot Snap,64.3,64.3,12.9,12.9,64.3,64.3,12.9,12.9,Goal,G,6,5.19803516,0.840744571,97,81
2023,R01,266569281,3,1949,T.Hawkins,261510,GEEL,Geelong Cats,Left Boundary,40-50m,Mark,Set Shot Snap,-64.3,-64.3,-37.6,-37.6,64.3,64.3,37.6,37.6,Behind,B,1,2,0.267716535,98,81
2023,R01,266569281,3,2021,B.Hill,1006148,COLL,Collingwood,Right Boundary,0-15m,Mark,General Play Regular,78,78,-4.6,-4.6,78,78,-4.6,-4.6,Goal,G,6,3.92,0.6,98,87
2023,R01,266569281,3,2098,J.De Goey,994185,COLL,Collingwood,In Front,50m+,General Play,General Play Regular,27.4,27.4,1.1,1.1,27.4,27.4,1.1,1.1,Missed Shot,M,0,2.6,0.363265306,98,87
2023,R01,266569281,3,2212,R.McInnes,1013278,COLL,Collingwood,Right Boundary,15-30m,Mark,Set Shot Snap,72,72,-16.2,-16.2,72,72,-16.2,-16.2,Goal,G,6,2.898360656,0.416393443,98,93
2023,R01,266569281,3,2391,B.Close,999326,GEEL,Geelong Cats,Left Acute,40-50m,Mark,Set Shot Regular,-53.6,-53.6,-35.4,-35.4,53.6,53.6,35.4,35.4,Behind,B,1,2.604617605,0.369047619,99,93
2023,R01,266569281,4,100,J.De Goey,994185,COLL,Collingwood,Right Corridor,15-30m,Mark,Set Shot Regular,-57.7,-57.7,4.1,4.1,57.7,57.7,-4.1,-4.1,Goal,G,6,5.113107822,0.822938689,99,99
2023,R01,266569281,4,271,T.Stengle,997230,GEEL,Geelong Cats,Right Boundary,30-40m,General Play,Set Shot Snap,68.2,68.2,-29.4,-29.4,68.2,68.2,-29.4,-29.4,Missed Shot,M,0,1.780346821,0.231213873,99,99
2023,R01,266569281,4,406,T.Mitchell,291856,COLL,Collingwood,Left Corridor,15-30m,General Play,General Play Snap,-55.1,-55.1,-6.4,-6.4,55.1,55.1,6.4,6.4,Goal,G,6,2.952173913,0.426086957,99,105
2023,R01,266569281,4,819,B.McCreery,1004757,COLL,Collingwood,Right Corridor,30-40m,General Play,General Play Snap,-46.6,-46.6,15.7,15.7,46.6,46.6,-15.7,-15.7,Missed Shot,M,0,2.217514124,0.299435028,99,105
2023,R01,266569281,4,829,R.McInnes,1013278,COLL,Collingwood,In Front,15-30m,General Play,General Play Snap,-64.1,-64.1,0.3,0.3,64.1,64.1,-0.3,-0.3,Goal,G,6,4.865771812,0.77852349,99,111
2023,R01,266569281,4,1004,J.Crisp,293871,COLL,Collingwood,Left Corridor,30-40m,General Play,General Play Snap,-48.5,-48.5,-7.2,-7.2,48.5,48.5,7.2,7.2,Behind,B,1,2.63322884,0.376175549,99,112
2023,R01,266569281,4,1058,B.McCreery,1004757,COLL,Collingwood,In Front,0-15m,General Play,General Play Regular,-77.2,-77.2,-2.3,-2.3,77.2,77.2,2.3,2.3,Goal,G,6,5.310776942,0.868421053,99,118
2023,R01,266569281,4,1346,R.McInnes,1013278,COLL,Collingwood,Left Boundary,15-30m,Free Kick,Set Shot Snap,-72,-72,-20.7,-20.7,72,72,20.7,20.7,Behind,B,1,3.193548387,0.451612903,99,119
2023,R01,266569281,4,1643,J.De Goey,994185,COLL,Collingwood,Left Corridor,50m+,Mark,Set Shot Regular,-37,-37,-30.7,-30.7,37,37,30.7,30.7,Goal,G,6,2.349334601,0.33269962,99,125
2023,R01,266569281,4,1788,G.Miers,1004938,GEEL,Geelong Cats,In Front,15-30m,Free Kick,General Play Snap,50.7,50.7,-0.6,-0.6,50.7,50.7,-0.6,-0.6,Behind,B,1,2.117647059,0.287925697,100,125
2023,R01,266569281,4,1864,T.Hawkins,261510,GEEL,Geelong Cats,Left Acute,40-50m,Mark,Set Shot Regular,57.5,57.5,37,37,57.5,57.5,37,37,Behind,B,1,2.604617605,0.369047619,101,125
2023,R01,266569281,4,1905,B.Close,999326,GEEL,Geelong Cats,Right Boundary,15-30m,General Play,General Play Regular,72.2,72.2,-19.4,-19.4,72.2,72.2,-19.4,-19.4,Behind,B,1,1.45412844,0.169724771,102,125
2023,R01,266569281,4,1976,G.Miers,1004938,GEEL,Geelong Cats,Left Corridor,40-50m,Mark,Set Shot Regular,35.5,35.5,14.2,14.2,35.5,35.5,14.2,14.2,Behind,B,1,3.475141736,0.514391627,103,125
2023,R01,266568802,1,147,N.Larkey,1001017,NM,North Melbourne,Right Corridor,30-40m,Free Kick,Set Shot Regular,-42.9,-42.9,6.5,7.1,42.9,42.9,-6.5,-7.1,Goal,G,6,4.301079137,0.663669065,6,0
2023,R01,266568802,1,407,L.Shiels,280737,NM,North Melbourne,Left Corridor,50m+,Mark,Set Shot Regular,-38.8,-38.8,-33,-36.1,38.8,38.8,33,36.1,Behind,B,1,2.349334601,0.33269962,7,0
2023,R01,266568802,1,464,J.Jones,998791,WCE,West Coast Eagles,Right Acute,15-30m,General Play,General Play Snap,64.3,64.3,-17.7,-19.3,64.3,64.3,-17.7,-19.3,Goal,G,6,3.099056604,0.45754717,7,6
2023,R01,266568802,1,699,O.Allen,1004385,WCE,West Coast Eagles,In Front,0-15m,Free Kick,Set Shot Regular,68.7,68.7,0.2,0.2,68.7,68.7,0.2,0.2,Goal,G,6,5.990500317,0.998100063,8,12
2023,R01,266568802,1,781,O.Allen,1004385,WCE,West Coast Eagles,In Front,0-15m,General Play,General Play Regular,72.8,72.8,3,3.3,72.8,72.8,3,3.3,Behind,B,1,5.692028986,0.938405797,8,13
2023,R01,266568802,1,889,J.Cripps,290826,WCE,West Coast Eagles,Left Acute,40-50m,Mark,Set Shot Regular,50.4,50.4,36.6,40,50.4,50.4,36.6,40,Behind,B,1,2.604617605,0.369047619,8,14
2023,R01,266568802,1,1095,J.Darling,290838,WCE,West Coast Eagles,Right Boundary,30-40m,Mark,Set Shot Snap,67.3,67.3,-29.9,-32.7,67.3,67.3,-29.9,-32.7,Goal,G,6,2.049407115,0.264822134,8,20
2023,R01,266568802,1,1274,L.Davies-Uniacke,1002267,NM,North Melbourne,Right Acute,0-15m,General Play,General Play Snap,-71.8,-71.8,6.9,7.5,71.8,71.8,-6.9,-7.5,Goal,G,6,4.666666667,0.743589744,14,20
2023,R01,266568802,1,1591,T.Kelly,295898,WCE,West Coast Eagles,Right Acute,40-50m,General Play,General Play Snap,49.8,49.8,-33.8,-36.9,49.8,49.8,-33.8,-36.9,Missed Shot,M,0,2.328358209,0.319402985,14,20
2023,R01,266568802,1,1650,B.Cunnington,280921,NM,North Melbourne,Right Acute,15-30m,Mark,Set Shot Snap,-69.2,-69.2,18.2,19.9,69.2,69.2,-18.2,-19.9,Behind,B,1,3.922985782,0.592417062,15,20
2023,R01,266568802,1,1712,C.Zurhaar,998484,NM,North Melbourne,Left Corridor,15-30m,General Play,General Play Snap,-60.2,-60.2,-8.8,-9.6,60.2,60.2,8.8,9.6,Goal,G,6,3.986069652,0.616915423,21,20
2023,R01,266568802,1,1774,L.Shuey,280078,WCE,West Coast Eagles,Right Corridor,50m+,General Play,General Play Regular,29.1,29.1,-11,-12,29.1,29.1,-11,-12,Behind,B,1,2.387323944,0.330985915,21,21
2023,R01,266568802,1,1836,P.Curtis,1002947,NM,North Melbourne,In Front,30-40m,Mark,Set Shot Regular,-42.3,-42.3,-2.3,-2.5,42.3,42.3,2.3,2.5,Behind,B,1,4.746924429,0.750439367,22,21
2023,R01,266568802,2,53,N.Larkey,1001017,NM,North Melbourne,In Front,30-40m,Mark,Set Shot Regular,40.7,40.7,3.2,3.5,40.7,40.7,3.2,3.5,Goal,G,6,4.746924429,0.750439367,28,21
