SEASON_ID,GROUP_ROUND,MATCH_ID,shots.period,shots.periodSecs,shots.player.displayName,PERSON_ID,shots.squad.code,SQUAD_NAME,shots.details.angleGroup,shots.details.distanceGroup,shots.details.origin,shots.details.type,shots.details.location.x,shots.details.location.xStd,shots.details.location.y,shots.details.location.yStd,shots.details.locationRotated.x,shots.details.locationRotated.xStd,shots.details.locationRotated.y,shots.details.locationRotated.yStd,shots.result.name,shots.result.code,shots.result.points,shots.result.pointsExpected,shots.result.accuracyExpected,shots.score.homePoints,shots.score.awayPoints
2023,R06,266651681,3,24,W.Snelling,990606,ESS,Essendon,Left Corridor,30-40m,General Play,General Play Regular,-46,-46,-13.6,-13.6,46,46,13.6,13.6,Behind,B,1,2.42703533,0.33640553,37,36
2023,R06,266651681,3,39,S.Weideman,993806,ESS,Essendon,Left Corridor,30-40m,General Play,General Play Snap,-51.3,-51.3,-13,-13,51.3,51.3,13,13,Goal,G,6,2.42703533,0.33640553,37,42
2023,R06,266651681,3,308,B.Hill,1006148,COLL,Collingwood,Right Corridor,30-40m,General Play,General Play Snap,52.8,52.8,-14.3,-14.3,52.8,52.8,-14.3,-14.3,Missed Shot,M,0,2.666666667,0.374898126,37,42
2023,R06,266651681,3,427,K.Langford,298630,ESS,Essendon,In Front,30-40m,Mark,Set Shot Regular,-41.7,-41.7,-1.7,-1.7,41.7,41.7,1.7,1.7,Goal,G,6,4.746924429,0.750439367,37,48
2023,R06,266651681,3,641,J.Elliott,293801,COLL,Collingwood,Left Corridor,30-40m,Mark,Set Shot Regular,45.5,45.5,8.4,8.4,45.5,45.5,8.4,8.4,Behind,B,1,4.306197286,0.665199853,38,48
2023,R06,266651681,3,788,B.McCreery,1004757,COLL,Collingwood,Right Boundary,0-15m,General Play,General Play Snap,74.8,74.8,-10,-10,74.8,74.8,-10,-10,Goal,G,6,1.916666667,0.25,44,48
2023,R06,266651681,3,909,A.Perkins,1015873,ESS,Essendon,Right Corridor,50m+,Free Kick,Set Shot Regular,-33.6,-33.6,28.1,28.1,33.6,33.6,-28.1,-28.1,Goal,G,6,2.312530237,0.326076439,44,54
2023,R06,266651681,3,1256,A.Davey Jnr,1017933,ESS,Essendon,In Front,15-30m,General Play,General Play Snap,-54.5,-54.5,-1.9,-1.9,54.5,54.5,1.9,1.9,Goal,G,6,3.4048583,0.511470985,44,61
2023,R06,266651681,3,1407,K.Langford,298630,ESS,Essendon,Left Acute,40-50m,Mark,Set Shot Regular,-57.1,-57.1,-33.7,-33.7,57.1,57.1,33.7,33.7,Behind,B,1,2.604617605,0.369047619,45,62
2023,R06,266651681,3,1517,J.De Goey,994185,COLL,Collingwood,Left Acute,40-50m,Mark,Set Shot Regular,54.5,54.5,36.4,36.4,54.5,54.5,36.4,36.4,Behind,B,1,2.604617605,0.369047619,46,62
2023,R06,266651681,3,1608,J.Menzie,1013201,ESS,Essendon,Right Boundary,30-40m,Mark,Set Shot Regular,-64.8,-64.8,30.8,30.8,64.8,64.8,-30.8,-30.8,Goal,G,6,2.049407115,0.264822134,46,68
2023,R06,266651681,3,1697,J.Stringer,293884,ESS,Essendon,Left Corridor,15-30m,General Play,General Play Snap,-57.9,-57.9,-10.6,-10.6,57.9,57.9,10.6,10.6,Goal,G,6,3.362582781,0.501655629,46,74
2023,R06,266651681,4,145,B.Frampton,991773,COLL,Collingwood,In Front,15-30m,Mark,Set Shot Regular,-50.7,-50.7,0.1,0.1,50.7,50.7,-0.1,-0.1,Goal,G,6,5.530398323,0.906359189,52,74
2023,R06,266651681,4,250,S.Weideman,993806,ESS,Essendon,Left Boundary,30-40m,General Play,General Play Regular,65.4,65.4,26.8,26.8,65.4,65.4,26.8,26.8,Behind,B,1,2.278350515,0.309278351,52,75
2023,R06,266651681,4,657,A.Johnson,997974,COLL,Collingwood,Left Acute,50m+,Mark,Set Shot Regular,-47.2,-47.2,-42.5,-42.5,47.2,47.2,42.5,42.5,Goal,G,6,1.907058824,0.256470588,60,75
2023,R06,266651681,4,741,N.Daicos,1023261,COLL,Collingwood,In Front,0-15m,General Play,General Play Snap,-76.1,-76.1,-1.4,-1.4,76.1,76.1,1.4,1.4,Goal,G,6,4.753488372,0.762790698,66,75
2023,R06,266651681,4,1030,J.Ginnivan,1012857,COLL,Collingwood,Right Corridor,30-40m,Mark,Set Shot Regular,-44.5,-44.5,6.5,6.5,44.5,44.5,-6.5,-6.5,Goal,G,6,4.301079137,0.663669065,72,75
2023,R06,266651681,4,1102,J.Menzie,1013201,ESS,Essendon,Right Corridor,30-40m,General Play,General Play Snap,51.9,51.9,-11.9,-11.9,51.9,51.9,-11.9,-11.9,Behind,B,1,2.217514124,0.299435028,72,76
2023,R06,266651681,4,1240,N.Daicos,1023261,COLL,Collingwood,Right Corridor,15-30m,General Play,General Play Snap,-57.7,-57.7,12,12,57.7,57.7,-12,-12,Goal,G,6,3.735701906,0.565857886,78,76
2023,R06,266651681,4,1456,S.Draper,1005577,ESS,Essendon,Right Acute,30-40m,Free Kick,Set Shot Regular,56.6,56.6,-23,-23,56.6,56.6,-23,-23,Behind,B,1,3.118653422,0.444260486,78,77
2023,R06,266651681,4,1563,S.Sidebottom,280965,COLL,Collingwood,Left Corridor,15-30m,General Play,General Play Regular,-62.8,-62.8,-14.3,-14.3,62.8,62.8,14.3,14.3,Goal,G,6,3.986069652,0.616915423,84,77
2023,R06,266651681,4,2054,B.McCreery,1004757,COLL,Collingwood,Left Corridor,15-30m,Mark,Set Shot Regular,-55.6,-55.6,-15.8,-15.8,55.6,55.6,15.8,15.8,Goal,G,6,5.19803516,0.840744571,90,77
2023,R07,266658432,1,131,J.Higgins,1002227,STK,St Kilda,Right Corridor,50m+,Mark,Set Shot Regular,-31.7,-31.7,18.5,20.2,31.7,31.7,-18.5,-20.2,Goal,G,6,2.312530237,0.326076439,6,0
2023,R07,266658432,1,288,T.Membrey,294596,STK,St Kilda,Left Acute,40-50m,Mark,Set Shot Regular,-51.5,-51.5,-37.9,-41.4,51.5,51.5,37.9,41.4,Behind,B,1,2.604617605,0.369047619,7,0
2023,R07,266658432,1,654,Z.Cordy,991939,STK,St Kilda,Right Boundary,15-30m,Mark,Set Shot Snap,-72,-72,15.4,16.8,72,72,-15.4,-16.8,Goal,G,6,2.898360656,0.416393443,14,0
2023,R07,266658432,1,730,J.Finlayson,298111,PA,Port Adelaide,Right Corridor,15-30m,General Play,General Play Snap,52.9,52.9,-12.7,-13.9,52.9,52.9,-12.7,-13.9,Missed Shot,M,0,3.442718447,0.514563107,14,0
2023,R07,266658432,1,763,X.Duursma,1006096,PA,Port Adelaide,Left Corridor,40-50m,General Play,General Play Regular,45.6,45.6,28,30.6,45.6,45.6,28,30.6,Goal,G,6,2.796428571,0.398214286,14,6
2023,R07,266658432,1,869,W.Drew,1000972,PA,Port Adelaide,Left Acute,40-50m,General Play,General Play Snap,50.2,50.2,32.3,35.3,50.2,50.2,32.3,35.3,Missed Shot,M,0,2.330827068,0.320802005,14,6
2023,R07,266658432,1,992,O.Wines,294318,PA,Port Adelaide,Right Corridor,40-50m,General Play,General Play Snap,38.6,38.6,-9.4,-10.3,38.6,38.6,-9.4,-10.3,Missed Shot,M,0,2.212471132,0.307159353,14,6
2023,R07,266658432,1,1060,M.Owens,1023272,STK,St Kilda,In Front,0-15m,Free Kick,Set Shot Regular,-71.2,-71.2,0,0,71.2,71.2,0,0,Goal,G,6,5.990500317,0.998100063,20,6
2023,R07,266658432,1,1169,Z.Butters,1006121,PA,Port Adelaide,Right Corridor,40-50m,Mark,Set Shot Regular,39.3,39.3,-4.1,-4.5,39.3,39.3,-4.1,-4.5,Behind,B,1,3.445456427,0.507555372,20,7
2023,R07,266658432,1,1241,T.McKenzie,290527,PA,Port Adelaide,Left Acute,50m+,General Play,General Play Regular,41.9,41.9,51,55.7,41.9,41.9,51,55.7,Missed Shot,M,0,1.810810811,0.222972973,20,7
2023,R07,266658432,1,1389,T.Membrey,294596,STK,St Kilda,In Front,15-30m,General Play,General Play Snap,-56.9,-56.9,0.4,0.4,56.9,56.9,-0.4,-0.4,Goal,G,6,3.4048583,0.511470985,26,7
2023,R07,266658432,1,1588,T.Boak,250365,PA,Port Adelaide,Left Corridor,30-40m,General Play,General Play Regular,46.8,46.8,19.7,21.5,46.8,46.8,19.7,21.5,Goal,G,6,2.861892583,0.410912191,26,13
2023,R07,266658432,1,1696,A.Aliir,294469,PA,Port Adelaide,Left Corridor,40-50m,Mark,Set Shot Regular,43.5,43.5,30.3,33.1,43.5,43.5,30.3,33.1,Missed Shot,M,0,3.475141736,0.514391627,26,13
2023,R07,266658432,1,1712,D.Byrne-Jones,991930,PA,Port Adelaide,Right Corridor,15-30m,General Play,General Play Snap,63.2,63.2,-8.2,-9,63.2,63.2,-8.2,-9,Behind,B,1,2.765765766,0.396396396,26,14
2023,R07,266658432,1,1821,J.Gresham,298421,STK,St Kilda,Left Acute,40-50m,Mark,Set Shot Snap,-51.7,-51.7,-29.9,-32.7,51.7,51.7,29.9,32.7,Goal,G,6,2.604617605,0.369047619,32,14
2023,R07,266658432,2,49,S.Powell-Pepper,993979,PA,Port Adelaide,Left Corridor,30-40m,General Play,General Play Regular,-52.7,-52.7,-17.3,-18.9,52.7,52.7,17.3,18.9,Behind,B,1,3.449438202,0.516853933,32,15
2023,R07,266658432,2,137,M.Phillipou,1020137,STK,St Kilda,Right Corridor,30-40m,Free Kick,Set Shot Snap,43.7,43.7,-10.8,-11.8,43.7,43.7,-10.8,-11.8,Missed Shot,M,0,4.269513991,0.659793814,32,15
2023,R07,266658432,2,213,J.Higgins,1002227,STK,St Kilda,Left Boundary,15-30m,General Play,General Play Snap,73.6,73.6,14.6,16,73.6,73.6,14.6,16,Missed Shot,M,0,0.926829268,0.097560976,32,15
2023,R07,266658432,2,246,J.Sinclair,994389,STK,St Kilda,In Front,30-40m,General Play,General Play Snap,48,48,-1.1,-1.2,48,48,-1.1,-1.2,Behind,B,1,2.619186047,0.375,33,15
2023,R07,266658432,2,502,W.Rioli,296225,PA,Port Adelaide,Right Corridor,40-50m,Mark,Set Shot Regular,-34.4,-34.4,17.4,19,34.4,34.4,-17.4,-19,Behind,B,1,3.445456427,0.507555372,33,16
2023,R07,266658432,2,615,D.Houston,994295,PA,Port Adelaide,Left Corridor,40-50m,Mark,Set Shot Regular,-35.2,-35.2,-12.3,-13.4,35.2,35.2,12.3,13.4,Goal,G,6,3.475141736,0.514391627,33,22
2023,R07,266658432,2,718,M.Wood,295340,STK,St Kilda,Right Corridor,30-40m,General Play,General Play Snap,42.3,42.3,-7.2,-7.9,42.3,42.3,-7.2,-7.9,Missed Shot,M,0,2.638935108,0.377703827,33,22
2023,R07,266658432,2,769,J.McEntee,1004819,PA,Port Adelaide,Left Corridor,40-50m,General Play,General Play Regular,-40.7,-40.7,-11.4,-12.5,40.7,40.7,11.4,12.5,Goal,G,6,2.796428571,0.398214286,34,28
2023,R07,266658432,2,868,J.Finlayson,298111,PA,Port Adelaide,Right Acute,0-15m,General Play,General Play Snap,-70,-70,10.1,11,70,70,-10.1,-11,Goal,G,6,3,0.434782609,34,34
2023,R07,266658432,2,1030,C.Dixon,280711,PA,Port Adelaide,Right Corridor,15-30m,Free Kick,Set Shot Regular,-63.2,-63.2,10.1,11,63.2,63.2,-10.1,-11,Goal,G,6,5.113107822,0.822938689,34,40
2023,R07,266658432,2,1162,J.Steele,296205,STK,St Kilda,Left Corridor,15-30m,General Play,General Play Snap,57.4,57.4,18.5,20.3,57.4,57.4,18.5,20.3,Behind,B,1,3.986069652,0.616915423,35,40
2023,R07,266658432,2,1335,W.Rioli,296225,PA,Port Adelaide,Right Corridor,40-50m,General Play,General Play Snap,-35.4,-35.4,4.8,5.2,35.4,35.4,-4.8,-5.2,Behind,B,1,2.67191601,0.380577428,35,41
2023,R07,266658432,2,1377,R.Marshall,992468,STK,St Kilda,In Front,30-40m,General Play,General Play Regular,40.1,40.1,0.4,0.4,40.1,40.1,0.4,0.4,Behind,B,1,3.147426982,0.468706537,36,41
2023,R07,266658432,2,1438,T.Boak,250365,PA,Port Adelaide,Right Corridor,40-50m,Mark,Set Shot Regular,-42.7,-42.7,20.5,22.4,42.7,42.7,-20.5,-22.4,Behind,B,1,3.445456427,0.507555372,36,42
2023,R07,266658432,2,1483,S.Powell-Pepper,993979,PA,Port Adelaide,Left Acute,50m+,Mark,Set Shot Snap,-50.8,-50.8,-41.9,-45.8,50.8,50.8,41.9,45.8,Behind,B,1,2.141025641,0.275641026,36,43
2023,R07,266658432,2,1633,J.Higgins,1002227,STK,St Kilda,Right Boundary,50m+,Mark,Set Shot Regular,56.3,56.3,-45,-49.2,56.3,56.3,-45,-49.2,Missed Shot,M,0,0.757575758,0.090909091,36,43
2023,R07,266658432,3,218,M.Owens,1023272,STK,St Kilda,Right Corridor,30-40m,Mark,Set Shot Regular,-52.9,-52.9,16,17.5,52.9,52.9,-16,-17.5,Goal,G,6,4.301079137,0.663669065,42,44
2023,R07,266658432,3,401,S.Powell-Pepper,993979,PA,Port Adelaide,Right Acute,30-40m,Mark,Set Shot Snap,60.4,60.4,-26.1,-28.5,60.4,60.4,-26.1,-28.5,Goal,G,6,3.277777778,0.478632479,42,50
2023,R07,266658432,3,692,M.Wood,295340,STK,St Kilda,In Front,15-30m,Free Kick,Set Shot Regular,-51.4,-51.4,0.4,0.4,51.4,51.4,-0.4,-0.4,Goal,G,6,5.530398323,0.906359189,48,50
2023,R07,266658432,3,820,R.Bonner,994599,PA,Port Adelaide,Right Corridor,30-40m,Mark,Set Shot Regular,47.6,47.6,-14.1,-15.4,47.6,47.6,-14.1,-15.4,Behind,B,1,4.269513991,0.659793814,48,51
2023,R07,266658432,3,939,D.Butler,992374,STK,St Kilda,Right Corridor,30-40m,Mark,Set Shot Regular,-50.8,-50.8,9.5,10.4,50.8,50.8,-9.5,-10.4,Goal,G,6,4.301079137,0.663669065,54,51
2023,R07,266658432,3,1036,W.Rioli,296225,PA,Port Adelaide,Left Corridor,15-30m,General Play,General Play Snap,55.3,55.3,8.1,8.9,55.3,55.3,8.1,8.9,Goal,G,6,2.961187215,0.430365297,54,57
2023,R07,266658432,3,1177,B.Crouch,294307,STK,St Kilda,Left Acute,30-40m,General Play,General Play Snap,-56.5,-56.5,-25.9,-28.3,56.5,56.5,25.9,28.3,Missed Shot,M,0,2.532051282,0.358974359,54,57
2023,R07,266658432,3,1346,J.Higgins,1002227,STK,St Kilda,Right Boundary,15-30m,General Play,General Play Snap,-66.5,-66.5,25.8,28.2,66.5,66.5,-25.8,-28.2,Missed Shot,M,0,1.45412844,0.169724771,54,57
2023,R07,266658432,3,1564,W.Rioli,296225,PA,Port Adelaide,Left Corridor,15-30m,General Play,General Play Snap,53.7,53.7,4.2,4.6,53.7,53.7,4.2,4.6,Goal,G,6,4.364672365,0.686609687,55,63
2023,R07,266658432,3,1699,B.Crouch,294307,STK,St Kilda,Left Acute,15-30m,General Play,General Play Snap,-62.6,-62.6,-15.7,-17.2,62.6,62.6,15.7,17.2,Behind,B,1,2.393491124,0.328402367,56,63
2023,R07,266658432,3,1748,M.Bergman,1009191,PA,Port Adelaide,Right Acute,30-40m,General Play,General Play Regular,55.3,55.3,-25.5,-27.9,55.3,55.3,-25.5,-27.9,Behind,B,1,2.067620286,0.269180754,56,64
2023,R07,266658432,4,140,J.Steele,296205,STK,St Kilda,Right Corridor,40-50m,Mark,Set Shot Regular,31.5,31.5,-9.6,-10.5,31.5,31.5,-9.6,-10.5,Goal,G,6,3.445456427,0.507555372,62,64
2023,R07,266658432,4,313,J.Higgins,1002227,STK,St Kilda,Right Corridor,40-50m,Free Kick,Set Shot Regular,40.7,40.7,-15.1,-16.5,40.7,40.7,-15.1,-16.5,Missed Shot,M,0,3.445456427,0.507555372,62,64
2023,R07,266658432,4,347,J.Gresham,298421,STK,St Kilda,Right Acute,0-15m,General Play,General Play Snap,74.4,74.4,-5.9,-6.4,74.4,74.4,-5.9,-6.4,Goal,G,6,2.252873563,0.287356322,68,64
2023,R07,266658432,4,478,J.Finlayson,298111,PA,Port Adelaide,Left Corridor,30-40m,General Play,General Play Snap,-50.6,-50.6,-14.9,-16.3,50.6,50.6,14.9,16.3,Goal,G,6,2.63322884,0.376175549,68,71
2023,R07,266658432,4,684,J.Gresham,298421,STK,St Kilda,Left Acute,15-30m,General Play,General Play Snap,66.7,66.7,18.3,20,66.7,66.7,18.3,20,Behind,B,1,1.666666667,0.206349206,69,71
2023,R07,266658432,4,748,S.Powell-Pepper,993979,PA,Port Adelaide,In Front,0-15m,General Play,General Play Regular,-76.7,-76.7,1.2,1.3,76.7,76.7,-1.2,-1.3,Goal,G,6,5.310776942,0.868421053,69,77
2023,R07,266658432,4,1097,J.Horne-Francis,1011640,PA,Port Adelaide,Left Corridor,40-50m,General Play,General Play Snap,-40.3,-40.3,-16.7,-18.3,40.3,40.3,16.7,18.3,Missed Shot,M,0,2.131455399,0.284037559,69,77
2023,R07,266658432,4,1137,H.Clark,1002264,STK,St Kilda,Left Corridor,50m+,General Play,General Play Regular,27.7,27.7,12.8,14,27.7,27.7,12.8,14,Goal,G,6,2.303630363,0.306930693,75,77
2023,R07,266658432,4,1265,C.Dixon,280711,PA,Port Adelaide,Left Corridor,30-40m,Mark,Set Shot Regular,-48.4,-48.4,-6.8,-7.4,48.4,48.4,6.8,7.4,Goal,G,6,4.306197286,0.665199853,75,83
2023,R07,266658432,4,1516,J.Higgins,1002227,STK,St Kilda,In Front,40-50m,General Play,General Play Regular,35,35,0.8,0.9,35,35,0.8,0.9,Behind,B,1,3.004405286,0.438325991,76,83
2023,R07,266658833,1,65,H.Young,1009256,FREM,Fremantle,In Front,40-50m,General Play,General Play Regular,31.6,32.4,0.1,0.1,31.6,32.4,0.1,0.1,Behind,B,1,3.004405286,0.438325991,0,1
2023,R07,266658833,1,146,C.Cameron,990609,BL,Brisbane Lions,In Front,30-40m,General Play,General Play Snap,-44.8,-45.9,0.7,0.7,44.8,45.9,-0.7,-0.7,Goal,G,6,3.147426982,0.468706537,6,1
2023,R07,266658833,1,310,D.Zorko,261224,BL,Brisbane Lions,In Front,50m+,General Play,General Play Regular,-15.1,-15.5,3.2,3.3,15.1,15.5,-3.2,-3.3,Behind,B,1,2.6,0.363265306,7,1
2023,R07,266658833,1,422,O.McInerney,1005521,BL,Brisbane Lions,Right Corridor,15-30m,General Play,General Play Snap,-58.2,-59.7,14.1,14.4,58.2,59.7,-14.1,-14.4,Behind,B,1,3.735701906,0.565857886,8,1
2023,R07,266658833,1,501,E.Hipwood,993953,BL,Brisbane Lions,Right Corridor,40-50m,Mark,Set Shot Regular,-40,-41,25,25.5,40,41,-25,-25.5,Behind,B,1,3.349637681,0.490942029,9,1
2023,R07,266658833,1,598,J.Gunston,291351,BL,Brisbane Lions,Left Acute,30-40m,Mark,Set Shot Snap,-57.4,-58.9,-22.4,-22.9,57.4,58.9,22.4,22.9,Goal,G,6,3.412345679,0.499382716,15,1
2023,R07,266658833,1,797,C.Cameron,990609,BL,Brisbane Lions,Left Acute,40-50m,Mark,Set Shot Regular,-45.7,-46.9,-32,-32.7,45.7,46.9,32,32.7,Missed Shot,M,0,2.604617605,0.369047619,15,1
2023,R07,266658833,1,881,L.Jackson,1009399,FREM,Fremantle,Left Corridor,40-50m,Mark,Set Shot Regular,36,36.9,20.4,20.8,36,36.9,20.4,20.8,Behind,B,1,3.475141736,0.514391627,16,2
2023,R07,266658833,1,1117,B.Banfield,998180,FREM,Fremantle,Right Corridor,50m+,Mark,Set Shot Regular,34.4,35.3,-30.3,-31,34.4,35.3,-30.3,-31,Behind,B,1,2.416967509,0.342960289,16,3
2023,R07,266658833,1,1246,J.O'Meara,294613,FREM,Fremantle,Left Corridor,40-50m,General Play,General Play Regular,42.7,43.8,21,21.5,42.7,43.8,21,21.5,Goal,G,6,2.85546875,0.41015625,16,9
2023,R07,266658833,1,1411,L.McCarthy,293581,BL,Brisbane Lions,Right Corridor,0-15m,General Play,General Play Snap,-66.6,-68.3,8.4,8.6,66.6,68.3,-8.4,-8.6,Goal,G,6,4.375527426,0.687763713,22,9
2023,R07,266658833,1,1608,E.Hipwood,993953,BL,Brisbane Lions,Left Corridor,30-40m,General Play,General Play Snap,-45.5,-46.7,-9.2,-9.4,45.5,46.7,9.2,9.4,Behind,B,1,2.42703533,0.33640553,23,9
2023,R07,266658833,1,1762,D.Wilmot,1017067,BL,Brisbane Lions,Left Corridor,50m+,Mark,Set Shot Regular,-36.7,-37.6,-34.3,-35,36.7,37.6,34.3,35,Missed Shot,M,0,2.349334601,0.33269962,23,9
2023,R07,266658833,2,58,W.Ashcroft,1023517,BL,Brisbane Lions,Left Boundary,15-30m,General Play,General Play Snap,72.5,74.4,17.9,18.3,72.5,74.4,17.9,18.3,Goal,G,6,1.807017544,0.228070175,29,9
2023,R07,266658833,2,189,J.Gunston,291351,BL,Brisbane Lions,Right Acute,15-30m,General Play,General Play Snap,57.2,58.7,-20.1,-20.5,57.2,58.7,-20.1,-20.5,Behind,B,1,2.835858586,0.402777778,30,9
2023,R07,266658833,2,403,L.McCarthy,293581,BL,Brisbane Lions,Left Acute,30-40m,General Play,General Play Snap,57.6,59.1,31.3,32,57.6,59.1,31.3,32,Missed Shot,M,0,0.803030303,0.075757576,30,9
2023,R07,266658833,2,489,W.Ashcroft,1023517,BL,Brisbane Lions,Left Acute,40-50m,Mark,Set Shot Regular,48.8,50.1,35.9,36.7,48.8,50.1,35.9,36.7,Goal,G,6,2.604617605,0.369047619,36,9
2023,R07,266658833,2,596,S.Switkowski,992059,FREM,Fremantle,Left Corridor,40-50m,Mark,Set Shot Regular,-33.3,-34.2,-18,-18.4,33.3,34.2,18,18.4,Goal,G,6,3.475141736,0.514391627,36,15
2023,R07,266658833,2,823,S.Sturt,1013611,FREM,Fremantle,Left Acute,40-50m,Mark,Set Shot Regular,-54.3,-55.7,-38.1,-38.9,54.3,55.7,38.1,38.9,Behind,B,1,2.457142857,0.336054422,36,16
2023,R07,266658833,2,948,D.Zorko,261224,BL,Brisbane Lions,Left Acute,15-30m,Free Kick,Set Shot Snap,61,62.6,22.3,22.8,61,62.6,22.3,22.8,Behind,B,1,4.263269639,0.66029724,37,16
2023,R07,266658833,2,1017,E.Hipwood,993953,BL,Brisbane Lions,Left Acute,40-50m,Mark,Set Shot Regular,47.8,49,37.1,37.9,47.8,49,37.1,37.9,Goal,G,6,2.457142857,0.336054422,43,16
2023,R07,266658833,2,1176,L.Schultz,1000860,FREM,Fremantle,Left Corridor,30-40m,General Play,General Play Snap,-48.2,-49.4,-15.7,-16,48.2,49.4,15.7,16,Missed Shot,M,0,1.414096916,0.162995595,43,16
2023,R07,266658833,2,1210,S.Sturt,1013611,FREM,Fremantle,In Front,15-30m,General Play,General Play Snap,-57.4,-58.9,3.2,3.3,57.4,58.9,-3.2,-3.3,Behind,B,1,3.4048583,0.511470985,43,17
2023,R07,266658833,2,1278,C.McKenna,997846,BL,Brisbane Lions,Right Corridor,40-50m,Mark,Set Shot Regular,38.8,39.8,-22.2,-22.7,38.8,39.8,-22.2,-22.7,Goal,G,6,3.445456427,0.507555372,49,17
2023,R07,266658833,2,1402,Z.Bailey,1002312,BL,Brisbane Lions,Left Corridor,15-30m,General Play,General Play Snap,56.1,57.5,9.5,9.7,56.1,57.5,9.5,9.7,Missed Shot,M,0,2.961187215,0.430365297,49,17
2023,R07,266658833,2,1486,Z.Bailey,1002312,BL,Brisbane Lions,Right Corridor,15-30m,General Play,General Play Regular,65.6,67.2,-10.2,-10.4,65.6,67.2,-10.2,-10.4,Goal,G,6,3.735701906,0.565857886,55,17
2023,R07,266658833,2,1737,A.Brayshaw,1002232,FREM,Fremantle,Right Acute,15-30m,Free Kick,Set Shot Regular,-58.9,-60.4,20.4,20.8,58.9,60.4,-20.4,-20.8,Goal,G,6,3.922985782,0.592417062,55,24
2023,R07,266658833,3,278,J.O'Meara,294613,FREM,Fremantle,Left Corridor,40-50m,Mark,Set Shot Regular,34.4,35.2,21.4,21.9,34.4,35.2,21.4,21.9,Goal,G,6,3.475141736,0.514391627,55,30
2023,R07,266658833,3,425,Z.Bailey,1002312,BL,Brisbane Lions,Right Boundary,15-30m,Mark,Set Shot Snap,-69.3,-71.1,17.9,18.3,69.3,71.1,-17.9,-18.3,Goal,G,6,2.898360656,0.416393443,61,30
2023,R07,266658833,3,605,A.Brayshaw,1002232,FREM,Fremantle,Right Acute,15-30m,General Play,General Play Snap,68.3,70.1,-11.9,-12.2,68.3,70.1,-11.9,-12.2,Goal,G,6,2.835858586,0.402777778,61,36
2023,R07,266658833,3,779,J.Daniher,294518,BL,Brisbane Lions,In Front,0-15m,Mark,Set Shot Regular,-63.5,-65.1,-1.6,-1.6,63.5,65.1,1.6,1.6,Goal,G,6,5.990500317,0.998100063,67,36
2023,R07,266658833,3,896,J.Daniher,294518,BL,Brisbane Lions,Left Corridor,40-50m,General Play,General Play Regular,-42.1,-43.2,-19.4,-19.8,42.1,43.2,19.4,19.8,Behind,B,1,2.752873563,0.390804598,69,36
2023,R07,266658833,3,950,L.Jackson,1009399,FREM,Fremantle,Left Corridor,0-15m,General Play,General Play Regular,67.7,69.4,6.3,6.4,67.7,69.4,6.3,6.4,Goal,G,6,5.421319797,0.888324873,69,42
2023,R07,266658833,3,1047,L.Jackson,1009399,FREM,Fremantle,In Front,15-30m,General Play,General Play Snap,54.9,56.3,-0.2,-0.2,54.9,56.3,-0.2,-0.2,Missed Shot,M,0,2.117647059,0.287925697,69,42
2023,R07,266658833,3,1120,S.Switkowski,992059,FREM,Fremantle,Right Corridor,30-40m,Free Kick,Set Shot Regular,46.3,47.5,-20.9,-21.4,46.3,47.5,-20.9,-21.4,Goal,G,6,4.301079137,0.663669065,69,48
2023,R07,266658833,3,1201,H.McCluggage,1000978,BL,Brisbane Lions,Right Corridor,15-30m,General Play,General Play Snap,-50.7,-52,7.4,7.6,50.7,52,-7.4,-7.6,Behind,B,1,3.442718447,0.514563107,70,48
2023,R07,266658833,3,1258,C.Cameron,990609,BL,Brisbane Lions,Right Boundary,15-30m,Mark,Set Shot Snap,-67.7,-69.4,22.9,23.4,67.7,69.4,-22.9,-23.4,Missed Shot,M,0,2.898360656,0.416393443,70,48
2023,R07,266658833,3,1420,L.McCarthy,293581,BL,Brisbane Lions,Right Corridor,30-40m,Mark,Set Shot Regular,-44,-45.1,7.8,8,44,45.1,-7.8,-8,Goal,G,6,4.301079137,0.663669065,76,48
2023,R07,266658833,3,1602,L.McCarthy,293581,BL,Brisbane Lions,Right Boundary,30-40m,Mark,Set Shot Snap,-61.6,-63.2,29.6,30.2,61.6,63.2,-29.6,-30.2,Goal,G,6,2.634482759,0.372413793,82,48
2023,R07,266658833,3,1732,J.Daniher,294518,BL,Brisbane Lions,Right Acute,15-30m,Mark,Set Shot Snap,-64.5,-66.2,13.7,14,64.5,66.2,-13.7,-14,Goal,G,6,4.162352941,0.644705882,88,48
2023,R07,266658833,3,1980,N.O'Driscoll,1013220,FREM,Fremantle,Right Corridor,30-40m,Mark,Set Shot Regular,48.4,49.6,-22.2,-22.7,48.4,49.6,-22.2,-22.7,Goal,G,6,4.269513991,0.659793814,88,54
2023,R07,266658833,4,128,M.Walters,281007,FREM,Fremantle,Left Boundary,15-30m,General Play,General Play Snap,-70.6,-72.4,-17.1,-17.5,70.6,72.4,17.1,17.5,Goal,G,6,1.574626866,0.194029851,88,60
2023,R07,266658833,4,305,E.Hipwood,993953,BL,Brisbane Lions,Left Acute,30-40m,Mark,Set Shot Regular,56.6,58.1,32.3,33,56.6,58.1,32.3,33,Goal,G,6,3.043701799,0.431876607,94,60
