SEASON_ID,MATCH_ID,GROUP_ROUND_NO,VENUE_NAME,PERSON_ID,FULLNAME,SQUAD_NAME,Position,OPP_SQUAD_NAME,SQUAD_MARGIN,WL,WLD,BEHIND,CLEARANCE,CONTESTED_MARK,CONTESTED_POSSESSION,CONTESTED_POSSESSION_POST,CONTESTED_POSSESSION_PRE,DISPOSAL,EFFECTIVE_DISPOSAL,EFFECTIVE_HANDBALL,EFFECTIVE_KICK,GOAL,HANDBALL,HARD_BALL_GET,HITOUT,IN50_KICK,INSIDE_50,INTERCEPT,KICK,LONG_KICK,MARK,MARK_ON_LEAD,METRES_GAINED_EFF,MISSED_TACKLE,PLY_PRESS_PTS,POINTS,RATING,SMOTHER,SPOIL,TACKLE,TOTAL_GAINED_METRES,TURNOVER,UNCONTESTED_MARK
2023,266569840,1,MCG,250395,Jack Riewoldt,Richmond,Key Fwd,Carlton,0,0,0,0,1,4,10,9,1,12,10,3,7,1,3,0,1,3,4,3,9,0,6,1,139,0,39.3,6,18.2,1,0,5,197.6,3,2
2023,266569840,1,MCG,270146,Ed Curnow,Carlton,Mid Fwd,Richmond,0,0,0,0,1,0,2,1,1,14,8,2,6,0,2,1,0,4,4,1,12,1,6,0,182,0,17.4,0,3.9,0,0,4,300.3,5,6
2023,266569840,1,MCG,270896,Trent Cotchin,Richmond,Mid Fwd,Carlton,0,0,0,0,4,0,11,4,7,18,12,7,5,0,9,3,0,3,3,3,9,3,3,1,178,1,33.45,0,8.2,1,1,3,263.7,5,3
2023,266569840,1,MCG,280819,Dylan Grimes,Richmond,Key Def,Carlton,0,0,0,0,0,1,4,4,0,12,11,4,7,0,4,1,0,0,0,6,8,2,5,0,89,1,12,0,6.4,0,3,2,111,1,4
2023,266569840,1,MCG,290627,Dion Prestia,Richmond,Mid,Carlton,0,0,0,1,5,0,13,5,8,23,17,10,7,0,13,1,0,2,2,5,10,4,4,0,158,1,25.5,1,7.9,1,0,1,316.3,4,4
2023,266569840,1,MCG,290847,Dustin Martin,Richmond,Gen Fwd,Carlton,0,0,0,0,1,2,10,8,2,23,13,6,7,1,8,4,0,7,8,1,15,3,6,1,230,0,25.5,6,13.7,0,0,0,432.1,7,4
2023,266569840,1,MCG,293813,Tom Lynch,Richmond,Key Fwd,Carlton,0,0,0,3,2,4,9,7,2,10,6,1,5,3,1,2,1,0,1,0,9,1,6,1,118,0,17.7,21,13.2,0,3,0,176.7,2,2
2023,266569840,1,MCG,294036,George Hewett,Carlton,Mid,Richmond,0,0,0,0,8,0,14,4,10,28,20,14,6,0,18,3,0,1,2,2,10,0,5,0,39,0,30.75,0,12.5,0,0,4,122.6,2,5
2023,266569840,1,MCG,294592,Kamdyn McIntosh,Richmond,Wing,Carlton,0,0,0,0,1,0,4,3,1,17,12,4,8,0,6,0,0,3,3,2,11,3,5,0,139,0,23.85,0,2.3,2,0,3,262.7,3,5
2023,266569840,1,MCG,294674,Nick Vlastuin,Richmond,Gen Def,Carlton,0,0,0,1,0,0,2,2,0,11,9,2,7,0,2,1,0,1,2,4,9,3,4,1,156,0,25.35,1,4.2,0,4,2,208.7,1,4
2023,266569840,1,MCG,295203,Nathan Broad,Richmond,Gen Def,Carlton,0,0,0,0,1,1,2,1,1,13,11,2,9,0,2,0,0,1,2,3,11,2,7,0,194,0,15.9,0,4.1,0,3,3,207.5,3,6
2023,266569840,1,MCG,295461,Adam Saad,Carlton,Gen Def,Richmond,0,0,0,0,0,0,8,7,1,18,17,4,13,0,5,0,0,0,1,8,13,6,3,0,422,0,21.75,0,14.8,1,3,2,430.6,1,3
2023,266569840,1,MCG,295518,Sam Docherty,Carlton,Gen Def,Richmond,0,0,0,0,1,0,2,2,0,25,19,2,17,1,2,0,0,1,2,5,23,8,8,0,478,1,33.9,6,9,1,0,2,553.8,5,8
2023,266569840,1,MCG,296190,Jack Martin,Carlton,Gen Fwd,Richmond,0,0,0,1,0,0,4,4,0,6,4,3,1,0,3,2,0,0,2,0,3,0,1,0,-5,2,23.4,1,3.4,0,1,3,59.1,0,1
2023,266569840,1,MCG,296294,Blake Acres,Carlton,Wing,Richmond,0,0,0,0,0,0,5,3,2,16,11,4,7,0,6,2,0,0,2,4,10,3,5,0,117,0,24.15,0,2.6,0,1,2,228.1,4,5
2023,266569840,1,MCG,297255,Mitch McGovern,Carlton,Gen Def,Richmond,0,0,0,0,1,3,8,5,3,21,14,2,12,0,4,2,0,3,3,9,17,7,7,0,387,0,34.2,0,11.7,1,2,4,547.3,4,4
2023,266569840,1,MCG,297907,Nic Newman,Carlton,Gen Def,Richmond,0,0,0,0,0,0,5,5,0,14,11,4,7,0,5,1,0,0,0,5,9,4,5,0,178,0,26.55,0,4.5,0,1,2,240.7,3,5
2023,266569840,1,MCG,298174,Toby Nankervis,Richmond,Ruck,Carlton,0,0,0,0,5,0,11,3,8,14,5,4,1,0,6,5,37,1,1,3,8,0,1,0,19,1,69.3,0,11.1,0,4,11,171,2,1
2023,266569840,1,MCG,990704,Patrick Cripps,Carlton,Mid,Richmond,0,0,0,1,7,1,15,6,9,25,17,13,4,0,16,6,0,1,2,1,9,3,2,0,190,1,49.2,1,14.2,3,1,6,293,5,1
2023,266569840,1,MCG,990827,Jack Graham,Richmond,Gen Fwd,Carlton,0,0,0,2,2,0,9,7,2,20,14,9,5,0,9,0,0,4,5,4,11,3,1,0,101,0,57.3,2,3.4,1,1,9,283.4,7,1
2023,266569840,1,MCG,992049,Jayden Short,Richmond,Gen Def,Carlton,0,0,0,0,1,0,3,2,1,17,13,2,11,0,2,0,0,4,4,1,15,5,6,1,351,0,15,0,6.9,0,0,3,479.2,5,6
2023,266569840,1,MCG,993771,Marlion Pickett,Richmond,Mid Fwd,Carlton,0,0,0,0,0,1,6,6,0,10,8,6,2,0,6,2,0,1,2,6,4,1,2,0,76,0,20.4,0,7.5,2,2,2,126.9,3,1
2023,266569840,1,MCG,993832,Jacob Weitering,Carlton,Key Def,Richmond,0,0,0,0,0,2,7,7,0,20,15,2,13,0,3,1,0,1,1,8,17,2,11,0,345,0,8.4,0,14.6,0,6,1,487.4,3,9
2023,266569840,1,MCG,993903,Jacob Hopper,Richmond,Mid,Carlton,0,0,0,0,1,0,7,4,3,18,11,5,6,0,6,3,0,6,6,3,12,4,3,0,171,1,28.95,0,8.6,1,0,3,381.1,6,3
2023,266569840,1,MCG,993993,Shai Bolton,Richmond,Mid Fwd,Carlton,0,0,0,1,3,1,8,5,3,18,12,2,10,1,3,1,0,7,7,1,15,6,6,0,431,2,24.45,7,7.9,0,0,4,567.2,5,5
2023,266569840,1,MCG,996731,Charlie Curnow,Carlton,Key Fwd,Richmond,0,0,0,0,0,1,4,4,0,10,8,1,7,3,2,2,0,2,4,0,8,3,1,0,142,0,15.45,18,16.1,0,1,1,191.7,6,0
2023,266569840,1,MCG,997316,Lewis Young,Carlton,Key Def,Richmond,0,0,0,0,1,2,8,7,1,20,13,4,9,0,6,1,0,1,1,14,14,2,8,0,143,0,9.45,0,9.5,0,4,1,237,7,6
2023,266569840,1,MCG,998172,Tim Taranto,Richmond,Mid,Carlton,0,0,0,2,5,0,12,5,7,32,18,9,9,0,14,4,0,2,4,3,18,7,3,0,288,0,68.1,2,7.2,0,0,8,542.1,9,3
2023,266569840,1,MCG,999827,Zac Fisher,Carlton,Mid Fwd,Richmond,0,0,0,0,1,0,3,2,1,7,5,2,3,1,2,0,0,0,0,1,5,0,1,0,97,0,18,6,7.8,0,0,0,159.4,0,1
2023,266569840,1,MCG,1000223,Liam Baker,Richmond,Gen Def,Carlton,0,0,0,0,0,0,4,4,0,15,12,4,8,0,5,1,0,1,1,7,10,2,5,0,215,0,23.25,0,5.8,1,0,1,273.7,0,5
2023,266569840,1,MCG,1000953,Harry McKay,Carlton,Key Fwd,Richmond,0,0,0,2,0,4,8,8,0,13,6,1,5,1,2,0,0,5,6,1,11,3,10,0,163,0,8.4,8,4.3,0,1,1,394.5,7,6
2023,266569840,1,MCG,1000981,Daniel Rioli,Richmond,Gen Def,Carlton,0,0,0,0,0,1,6,6,0,27,25,10,15,0,10,0,0,5,5,7,17,7,7,0,612,0,26.1,0,17.7,0,0,4,680.5,5,6
2023,266569840,1,MCG,1001028,Jack Silvagni,Carlton,Key Fwd,Richmond,0,0,0,0,1,1,5,4,1,5,5,3,2,1,3,0,2,0,1,1,2,1,2,0,53,1,24.9,6,6.8,1,2,2,53.2,0,1
2023,266569840,1,MCG,1001398,Matthew Kennedy,Carlton,Mid,Richmond,0,0,0,1,4,0,9,2,7,22,16,7,9,0,9,3,0,5,5,1,13,8,5,0,332,1,51.3,1,8.8,0,0,5,425.8,3,5
2023,266569840,1,MCG,1002239,Adam Cerra,Carlton,Mid,Richmond,0,0,0,0,2,0,10,6,4,21,16,4,12,0,7,2,0,3,3,4,14,7,6,0,357,0,39.15,0,11.1,0,2,3,389.6,3,6
2023,266569840,1,MCG,1002245,Noah Balta,Richmond,Key Def,Carlton,0,0,0,0,0,2,5,5,0,8,5,1,4,0,2,0,0,1,1,6,6,2,3,0,127,2,13.35,0,7.3,0,2,1,200,2,1
2023,266569840,1,MCG,1002259,Lochie O'Brien,Carlton,Mid Fwd,Richmond,0,0,0,0,0,0,2,2,0,4,3,1,2,0,1,0,0,1,1,1,3,0,0,0,52,0,1.5,0,4.3,0,0,0,88.7,1,0
2023,266569840,1,MCG,1002403,Ben Miller,Richmond,Ruck,Carlton,0,0,0,0,3,0,5,2,3,9,8,4,4,0,4,1,5,0,1,3,5,1,4,0,67,0,11.7,0,9.6,0,3,1,84.9,1,4
2023,266569840,1,MCG,1004912,Tom De Koning,Carlton,Ruck,Richmond,0,0,0,1,3,1,10,4,6,13,8,5,3,0,6,3,24,1,1,3,7,2,2,0,93,1,30.75,1,11.4,0,3,3,167,0,1
2023,266569840,1,MCG,1006133,Jack Ross,Richmond,Wing,Carlton,0,0,0,0,0,0,1,1,0,4,3,0,3,0,0,0,0,0,0,2,4,0,2,0,34,0,4.65,0,1.2,1,1,0,58.8,1,2
2023,266569840,1,MCG,1008478,Rhyan Mansell,Richmond,Gen Fwd,Carlton,0,0,0,0,0,0,3,3,0,7,5,1,4,0,2,1,0,1,2,1,5,0,4,1,69,0,26.1,0,4.1,0,1,1,93.9,1,4
2023,266569840,1,MCG,1009551,Maurice Rioli,Richmond,Gen Fwd,Carlton,0,0,0,0,1,0,4,3,1,11,8,4,4,2,4,0,0,2,2,1,7,1,2,0,112,0,34.2,12,9.5,0,1,3,208.7,3,2
2023,266569840,1,MCG,1013973,Matthew Owies,Carlton,Gen Fwd,Richmond,0,0,0,1,0,0,3,3,0,10,6,4,2,1,5,1,0,1,1,1,5,0,1,0,24,0,21.6,7,4.5,0,0,2,103,5,1
2023,266569840,1,MCG,1017700,Jesse Motlop,Carlton,Gen Fwd,Richmond,0,0,0,0,0,1,5,5,0,10,6,3,3,0,5,1,0,2,2,1,5,2,4,0,94,1,29.7,0,2.5,0,0,2,156.7,5,3
2023,266569840,1,MCG,1021353,Lachlan Cowan,Carlton,Gen Def,Richmond,0,0,0,0,0,2,6,6,0,8,5,2,3,0,2,0,0,1,1,6,6,2,2,0,115,0,21.15,0,5.6,1,0,2,178.1,3,0
2023,266569840,1,MCG,1023495,Oliver Hollands,Carlton,Wing,Richmond,0,0,0,1,2,0,5,3,2,11,8,5,3,0,6,1,0,0,0,2,5,3,2,0,121,2,39.6,1,2.3,0,1,3,155.8,3,2
2023,266569281,1,MCG,260257,Scott Pendlebury,Collingwood,Mid,Geelong Cats,22,1,1,0,4,0,10,7,3,27,21,11,10,1,14,1,0,2,2,6,13,2,4,0,277,0,46.5,6,23.1,0,0,8,369.4,4,4
2023,266569281,1,MCG,261510,Tom Hawkins,Geelong Cats,Key Fwd,Collingwood,-22,0,-1,2,0,2,7,6,1,11,7,3,4,2,5,0,4,1,1,1,6,2,4,1,132,0,9.45,14,13.4,1,0,0,209.3,2,2
2023,266569281,1,MCG,270917,Patrick Dangerfield,Geelong Cats,Mid,Collingwood,-22,0,-1,0,6,1,15,4,11,22,12,8,4,1,13,5,0,2,2,3,9,2,3,0,117,1,43.8,6,11.2,1,0,1,236.9,4,2
2023,266569281,1,MCG,280317,Rhys Stanley,Geelong Cats,Ruck,Collingwood,-22,0,-1,0,2,0,6,4,2,16,8,3,5,0,6,1,29,2,3,2,10,4,1,0,153,0,20.7,0,11.2,0,3,2,300.9,5,1
2023,266569281,1,MCG,280965,Steele Sidebottom,Collingwood,Wing,Geelong Cats,22,1,1,0,2,0,6,4,2,19,17,10,7,0,11,1,0,2,3,4,8,5,5,0,318,2,43.2,0,10.8,0,2,4,332.4,3,5
2023,266569281,1,MCG,290550,Cameron Guthrie,Geelong Cats,Mid,Collingwood,-22,0,-1,0,3,0,7,3,4,15,9,3,6,0,5,4,0,2,2,0,10,3,1,0,167,0,33.9,0,10.4,0,0,4,229.6,3,1
2023,266569281,1,MCG,291313,Jeremy Howe,Collingwood,Key Def,Geelong Cats,22,1,1,0,0,0,1,1,0,8,6,2,4,0,2,0,0,1,1,2,6,2,3,0,100,0,9.15,0,5.3,0,3,0,194.8,1,3
2023,266569281,1,MCG,291357,Gary Rohan,Geelong Cats,Gen Fwd,Collingwood,-22,0,-1,0,0,1,1,1,0,8,6,2,4,2,3,0,0,2,3,1,5,2,5,1,126,0,13.2,12,5.6,0,1,1,182.9,3,4
2023,266569281,1,MCG,291720,Will Hoskin-Elliott,Collingwood,Mid Fwd,Geelong Cats,22,1,1,0,3,1,7,5,2,18,9,4,5,0,6,2,0,2,2,2,12,2,5,1,153,0,25.35,0,7.5,1,3,2,319,10,4
2023,266569281,1,MCG,291776,Taylor Adams,Collingwood,Mid Fwd,Geelong Cats,22,1,1,1,3,0,5,2,3,16,13,7,6,1,8,3,0,4,4,0,8,2,3,1,154,0,26.85,7,9.2,1,0,3,200.1,4,3
2023,266569281,1,MCG,291800,Tom Stewart,Geelong Cats,Gen Def,Collingwood,-22,0,-1,0,0,0,1,1,0,3,3,0,3,0,0,0,0,0,0,1,3,3,0,0,139,0,4.95,0,1.2,0,1,1,138.5,0,0
2023,266569281,1,MCG,291849,Brody Mihocek,Collingwood,Key Fwd,Geelong Cats,22,1,1,1,0,1,4,4,0,9,5,2,3,2,3,0,0,2,2,1,6,1,5,1,60,0,14.55,13,2.7,0,0,2,168.4,3,4
2023,266569281,1,MCG,291856,Tom Mitchell,Collingwood,Mid,Geelong Cats,22,1,1,0,10,0,14,3,11,21,17,12,5,2,12,2,0,1,2,1,9,3,3,0,134,0,59.25,12,21.3,0,0,4,272.6,3,3
2023,266569281,1,MCG,292511,Zach Tuohy,Geelong Cats,Wing,Collingwood,-22,0,-1,0,0,0,9,9,0,18,13,3,10,2,5,0,0,0,0,9,13,7,4,0,383,0,6.15,12,13.1,0,0,0,514.8,3,4
2023,266569281,1,MCG,293801,Jamie Elliott,Collingwood,Gen Fwd,Geelong Cats,22,1,1,2,0,0,1,1,0,13,7,4,3,0,5,0,0,1,2,0,8,0,6,1,-4,1,30,2,-3.1,1,0,1,134.1,3,6
2023,266569281,1,MCG,293845,Jeremy Cameron,Geelong Cats,Key Fwd,Collingwood,-22,0,-1,1,2,0,2,1,1,16,10,0,10,2,0,0,0,7,7,1,16,2,8,0,182,0,22.5,13,11.2,0,1,0,365.4,1,8
2023,266569281,1,MCG,293871,Jack Crisp,Collingwood,Mid,Geelong Cats,22,1,1,1,3,0,9,3,6,22,12,7,5,0,11,0,0,4,4,3,11,3,4,0,255,1,37.35,1,6.9,0,0,4,376.3,2,4
2023,266569281,1,MCG,293883,Jed Bews,Geelong Cats,Gen Def,Collingwood,-22,0,-1,0,0,0,6,6,0,11,6,3,3,0,5,3,0,1,1,5,6,2,2,0,125,0,15.6,0,5.5,0,1,1,216.4,2,2
2023,266569281,1,MCG,294877,Isaac Smith,Geelong Cats,Mid Fwd,Collingwood,-22,0,-1,0,1,1,3,1,2,21,17,2,15,1,2,0,0,8,8,2,19,11,6,0,569,0,29.85,6,13.7,1,0,2,729.8,7,5
2023,266569281,1,MCG,296733,Mark Blicavs,Geelong Cats,Ruck,Collingwood,-22,0,-1,0,4,1,7,2,5,13,10,7,3,0,8,1,5,3,3,0,5,2,2,0,114,0,47.25,0,7.7,2,1,5,177.1,2,1
2023,266569281,1,MCG,297504,Daniel McStay,Collingwood,Key Fwd,Geelong Cats,22,1,1,1,0,0,2,2,0,6,4,1,3,1,2,1,0,0,0,0,4,0,3,0,27,0,18,7,1,0,0,2,27.4,0,3
2023,266569281,1,MCG,298288,Darcy Moore,Collingwood,Key Def,Geelong Cats,22,1,1,0,0,2,9,8,1,13,11,1,10,0,1,0,0,2,2,9,12,6,5,0,233,0,14.4,0,17.3,0,9,1,327.4,4,3
2023,266569281,1,MCG,298419,Brandan Parfitt,Geelong Cats,Mid,Collingwood,-22,0,-1,0,2,0,2,0,2,5,4,4,0,0,5,0,0,0,1,0,0,0,0,0,12,0,30,0,2.3,0,0,2,23.1,0,0
2023,266569281,1,MCG,990291,Darcy Cameron,Collingwood,Ruck,Geelong Cats,22,1,1,1,3,2,9,4,5,11,6,2,4,0,3,2,29,0,0,3,8,1,4,0,36,0,29.1,1,9.5,1,2,2,81.2,1,2
2023,266569281,1,MCG,992010,Brayden Maynard,Collingwood,Gen Def,Geelong Cats,22,1,1,0,0,0,6,5,1,19,16,6,10,0,6,1,0,1,2,9,13,2,7,0,243,0,36.3,0,15.3,0,2,2,281.2,3,7
2023,266569281,1,MCG,994185,Jordan De Goey,Collingwood,Mid,Geelong Cats,22,1,1,0,4,0,7,2,5,25,19,10,9,3,13,1,0,5,6,1,12,3,8,1,254,1,21.6,18,18.6,0,0,2,418.9,4,8
2023,266569281,1,MCG,994386,Tom Atkins,Geelong Cats,Mid,Collingwood,-22,0,-1,0,4,0,11,5,6,21,18,10,8,1,12,2,0,1,2,6,9,2,0,0,215,0,47.1,6,19.5,0,0,4,255.9,1,0
2023,266569281,1,MCG,997230,Tyson Stengle,Geelong Cats,Gen Fwd,Collingwood,-22,0,-1,0,1,0,3,1,2,17,10,5,5,2,7,2,0,3,3,1,10,1,3,0,129,0,19.8,12,11.2,2,0,1,269.8,1,3
2023,266569281,1,MCG,998647,Mason Cox,Collingwood,Ruck,Geelong Cats,22,1,1,0,1,3,5,3,2,6,6,0,6,2,0,0,16,4,4,0,6,4,5,1,222,0,9.75,12,14.6,0,0,1,222.1,2,2
2023,266569281,1,MCG,999326,Brad Close,Geelong Cats,Gen Fwd,Collingwood,-22,0,-1,2,2,0,5,1,4,10,5,4,1,0,5,0,0,2,2,0,5,1,2,0,43,0,47.4,2,3.6,0,1,4,130.2,0,2
2023,266569281,1,MCG,1000072,John Noble,Collingwood,Gen Def,Geelong Cats,22,1,1,0,0,0,5,3,2,29,24,5,19,0,6,1,0,5,5,4,23,7,7,0,501,0,18.75,0,9.1,2,0,1,652.5,6,7
2023,266569281,1,MCG,1002220,Esava Ratugolea,Geelong Cats,Key Def,Collingwood,-22,0,-1,0,0,2,4,4,0,6,5,1,4,0,2,2,0,0,0,6,4,2,4,0,107,0,5.85,0,11.9,0,10,0,102.2,2,2
2023,266569281,1,MCG,1004757,Beau McCreery,Collingwood,Gen Fwd,Geelong Cats,22,1,1,0,1,0,5,4,1,20,17,7,10,2,7,2,0,4,5,0,13,4,5,0,325,1,25.95,12,20.2,0,1,1,413.9,1,5
2023,266569281,1,MCG,1004870,Zach Guthrie,Geelong Cats,Gen Def,Collingwood,-22,0,-1,0,0,1,3,3,0,12,10,4,6,0,4,0,0,2,2,6,8,4,7,0,236,0,26.85,0,8.2,1,2,2,280.5,4,6
2023,266569281,1,MCG,1004938,Gryan Miers,Geelong Cats,Gen Fwd,Collingwood,-22,0,-1,2,1,1,7,6,1,19,12,9,3,0,12,1,0,1,1,1,7,1,5,0,107,0,20.7,2,4.4,0,0,0,221.5,6,4
2023,266569281,1,MCG,1005054,Josh Daicos,Collingwood,Wing,Geelong Cats,22,1,1,0,5,0,9,3,6,27,21,9,12,0,11,1,0,5,6,2,16,4,3,0,367,0,16.95,0,17.3,0,1,3,469,1,3
2023,266569281,1,MCG,1005107,Nathan Murphy,Collingwood,Key Def,Geelong Cats,22,1,1,0,0,0,1,1,0,6,5,1,4,0,1,0,0,0,0,3,5,3,3,0,68,0,16.35,0,1.8,1,7,0,72.9,1,3
2023,266569281,1,MCG,1006148,Bobby Hill,Collingwood,Gen Fwd,Geelong Cats,22,1,1,0,1,0,2,1,1,10,9,2,7,3,2,0,0,3,5,1,8,2,7,1,296,0,29.85,18,13.6,0,0,3,318.4,2,7
2023,266569281,1,MCG,1007102,Mark O'Connor,Geelong Cats,Gen Def,Collingwood,-22,0,-1,0,0,1,5,5,0,15,14,7,7,0,7,0,0,0,0,6,8,5,3,0,263,0,36,0,10.5,2,1,4,303.4,3,2
2023,266569281,1,MCG,1008089,Isaac Quaynor,Collingwood,Gen Def,Geelong Cats,22,1,1,0,0,1,5,5,0,8,6,4,2,0,4,0,0,0,0,5,4,0,2,0,-2,2,29.85,0,2.5,0,2,4,17.7,2,1
2023,266569281,1,MCG,1009229,Sam De Koning,Geelong Cats,Key Def,Collingwood,-22,0,-1,0,0,0,4,4,0,7,6,4,2,0,5,0,0,0,0,4,2,2,0,0,99,0,8.1,0,6.9,0,4,0,109.3,1,0
2023,266569281,1,MCG,1012805,Tanner Bruhn,Geelong Cats,Mid,Collingwood,-22,0,-1,0,3,0,7,2,5,17,8,4,4,0,8,2,0,2,2,1,9,3,2,0,182,0,39.9,0,8.8,0,0,4,309.6,5,2
2023,266569281,1,MCG,1012860,Oliver Henry,Geelong Cats,Gen Fwd,Collingwood,-22,0,-1,0,2,2,10,8,2,15,14,7,7,2,7,2,0,0,0,3,8,3,6,1,182,1,35.7,12,12.3,0,0,2,199,3,4
2023,266569281,1,MCG,1013278,Reef McInnes,Collingwood,Key Fwd,Geelong Cats,22,1,1,1,0,0,3,3,0,4,3,1,2,2,1,0,0,0,0,1,3,0,1,0,34,0,15.75,13,6.9,1,0,2,45.2,0,1
2023,266569281,1,MCG,1015889,Max Holmes,Geelong Cats,Wing,Collingwood,-22,0,-1,0,2,0,5,3,2,17,14,6,8,1,7,1,0,3,3,2,10,5,1,0,359,1,33.6,6,13,0,1,4,439.9,4,1
2023,266569281,1,MCG,1023261,Nick Daicos,Collingwood,Gen Def,Geelong Cats,22,1,1,0,3,0,10,5,5,35,32,12,20,0,14,0,0,4,5,5,21,6,7,0,560,0,19.65,0,19.1,0,0,0,578.1,1,7
2023,266568802,1,Marvel Stadium,240283,Shannon Hurn,West Coast Eagles,Gen Def,North Melbourne,-5,0,-1,0,0,0,5,5,0,25,22,5,17,0,6,0,0,2,2,9,19,7,4,0,527,0,18,0,12.7,0,6,2,610.4,3,4
2023,266568802,1,Marvel Stadium,280078,Luke Shuey,West Coast Eagles,Mid,North Melbourne,-5,0,-1,1,4,0,7,1,6,27,18,7,11,1,9,3,0,7,7,0,18,6,4,0,378,1,61.35,7,14.3,2,0,8,594.9,7,4
2023,266568802,1,Marvel Stadium,280737,Liam Shiels,North Melbourne,Wing,West Coast Eagles,5,1,1,1,1,1,5,4,1,19,13,10,3,0,10,2,0,2,2,4,9,0,3,0,-11,0,28.05,1,3.6,0,0,4,187.5,3,2
2023,266568802,1,Marvel Stadium,280921,Ben Cunnington,North Melbourne,Mid,West Coast Eagles,5,1,1,1,1,1,8,5,3,16,10,7,3,0,8,2,0,2,3,3,8,1,3,0,58,1,24.15,1,2.8,0,0,3,198.2,5,2
2023,266568802,1,Marvel Stadium,280944,Jack Ziebell,North Melbourne,Gen Def,West Coast Eagles,5,1,1,0,0,0,0,0,0,26,25,4,21,0,4,0,0,4,4,3,22,8,9,0,637,0,14.4,0,8.4,0,3,2,666.5,5,9
2023,266568802,1,Marvel Stadium,281091,Hugh Greenwood,North Melbourne,Mid,West Coast Eagles,5,1,1,0,4,0,11,3,8,15,9,6,3,0,7,6,11,1,1,4,8,1,1,0,103,0,37.65,0,10.2,1,1,5,166.5,0,1
2023,266568802,1,Marvel Stadium,290801,Andrew Gaff,West Coast Eagles,Wing,North Melbourne,-5,0,-1,1,3,0,6,3,3,23,20,12,8,0,12,0,0,3,3,2,11,4,5,0,226,0,33.9,1,14.1,2,1,4,338.6,2,5
2023,266568802,1,Marvel Stadium,290826,Jamie Cripps,West Coast Eagles,Gen Fwd,North Melbourne,-5,0,-1,2,0,0,0,0,0,12,9,6,3,1,7,0,0,0,0,1,5,0,6,0,51,0,31.65,8,5.8,0,0,3,125.4,1,6
2023,266568802,1,Marvel Stadium,290838,Jack Darling,West Coast Eagles,Key Fwd,North Melbourne,-5,0,-1,3,0,1,5,4,1,14,9,5,4,1,5,2,2,0,1,0,9,0,6,1,91,0,15.45,9,5.7,0,0,1,196.8,1,5
2023,266568802,1,Marvel Stadium,294859,Jeremy McGovern,West Coast Eagles,Key Def,North Melbourne,-5,0,-1,0,0,1,5,5,0,22,19,6,13,0,7,0,0,1,1,12,15,3,10,0,316,0,25.05,0,15,1,8,1,355.5,3,9
2023,266568802,1,Marvel Stadium,295898,Tim Kelly,West Coast Eagles,Mid,North Melbourne,-5,0,-1,0,4,0,11,4,7,22,13,6,7,1,9,3,0,4,4,2,13,5,4,0,203,0,47.4,6,7.7,2,0,3,395.4,8,4
2023,266568802,1,Marvel Stadium,296296,Dom Sheed,West Coast Eagles,Mid,North Melbourne,-5,0,-1,0,4,0,10,5,5,25,20,12,8,0,13,0,0,2,2,3,12,1,3,0,32,0,36.15,0,9.7,2,0,3,126.2,3,3
2023,266568802,1,Marvel Stadium,296355,Luke McDonald,North Melbourne,Gen Def,West Coast Eagles,5,1,1,0,0,0,9,8,1,22,16,4,12,0,7,1,0,1,1,8,15,8,5,0,340,0,34.95,0,9.3,1,8,6,392.7,7,5
2023,266568802,1,Marvel Stadium,298268,Liam Duggan,West Coast Eagles,Gen Def,North Melbourne,-5,0,-1,0,0,0,4,4,0,18,14,6,8,0,8,2,0,1,1,5,10,6,4,0,310,0,35.85,0,6,1,1,4,378.5,6,4
2023,266568802,1,Marvel Stadium,990290,Tom Barrass,West Coast Eagles,Key Def,North Melbourne,-5,0,-1,0,0,1,5,5,0,18,17,2,15,0,3,1,0,0,0,8,15,8,10,0,366,1,13.35,0,10.6,0,5,1,382.8,8,9
2023,266568802,1,Marvel Stadium,992499,Kayne Turner,North Melbourne,Gen Fwd,West Coast Eagles,5,1,1,0,1,0,4,3,1,8,5,3,2,0,4,1,0,1,1,1,4,0,1,0,14,0,68.1,0,4.8,0,0,9,93.9,1,1
2023,266568802,1,Marvel Stadium,993820,Tom Cole,West Coast Eagles,Gen Def,North Melbourne,-5,0,-1,0,0,0,7,5,2,20,18,10,8,0,12,1,0,1,1,6,8,3,8,0,301,0,22.35,0,12.8,0,2,1,302.5,1,8
2023,266568802,1,Marvel Stadium,993998,Jy Simpkin,North Melbourne,Mid,West Coast Eagles,5,1,1,0,7,0,12,6,6,25,20,12,8,0,12,3,0,3,3,1,13,4,3,0,237,0,38.1,0,13.3,0,0,5,333.8,4,3
2023,266568802,1,Marvel Stadium,994385,Jayden Hunt,West Coast Eagles,Gen Def,North Melbourne,-5,0,-1,0,2,0,4,3,1,12,11,6,5,0,6,1,0,4,4,3,6,5,2,0,204,1,35.85,0,7.2,1,2,2,231.4,3,2
2023,266568802,1,Marvel Stadium,997933,Griffin Logue,North Melbourne,Key Def,West Coast Eagles,5,1,1,0,0,1,5,5,0,10,8,2,6,0,4,0,0,0,0,6,6,2,4,0,109,0,1.2,0,6,0,6,0,109.9,2,3
